Geno,Block,Loc,Year,Height
WELC-27-2,2,Clat,2011,515.112
GW-9856,2,Clat,2011,613.5624
SLMD-28-4,2,Clat,2011,564.7944
BESC-9,2,Clat,2011,418.4904
BESC-202,2,Clat,2011,516.0264
BESC-95,2,Clat,2011,518.7696
BESC-215,2,Clat,2011,587.0448
BESC-895,2,Clat,2011,527.9136
GW-9880,2,Clat,2011,625.4496
DENB-17-4,2,Clat,2011,511.7592
BESC-53,2,Clat,2011,423.9768
BESC-436,2,Clat,2011,545.592
CA-02-04,2,Clat,2011,NA
DENB-17-3,2,Clat,2011,470.916
BESC-185,2,Clat,2011,513.2832
BESC-89,2,Clat,2011,505.968
GW-9863,2,Clat,2011,532.7904
BESC-339,2,Clat,2011,497.1288
BESC-126,2,Clat,2011,495.9096
BESC-309,2,Clat,2011,463.296
BESC-433,2,Clat,2011,541.02
GW-9807,2,Clat,2011,334.3656
BESC-428,2,Clat,2011,624.84
FNYI-28-4,2,Clat,2011,415.4424
HARB-26-5,2,Clat,2011,179.832
BESC-392,2,Clat,2011,460.8576
GW-9802,2,Clat,2011,173.736
BESC-263,2,Clat,2011,610.8192
BESC-902,2,Clat,2011,516.0264
GW-9869,2,Clat,2011,612.648
BESC-909,2,Clat,2011,631.5456
BESC-127,2,Clat,2011,502.92
GW-9957,2,Clat,2011,597.7128
GW-9862,2,Clat,2011,498.6528
BESC-892,2,Clat,2011,NA
BESC-84,2,Clat,2011,543.7632
BESC-356,2,Clat,2011,625.1448
GW-9871,2,Clat,2011,638.2512
BESC-242,2,Clat,2011,624.84
BESC-858,2,Clat,2011,541.9344
BESC-322,2,Clat,2011,264.2616
BESC-152,2,Clat,2011,525.78
BESC-335,2,Clat,2011,666.2928
BESC-889,2,Clat,2011,677.5704
BESC-31,2,Clat,2011,643.128
BESC-149,2,Clat,2011,655.9296
YALE-27-3,2,Clat,2011,523.3416
YALE-27-2,2,Clat,2011,411.7848
BESC-282,2,Clat,2011,616.9152
BESC-194,2,Clat,2011,395.3256
BESC-278,2,Clat,2011,608.6856
GW-9951,2,Clat,2011,515.112
GW-9780,2,Clat,2011,524.256
HARC-26-4,2,Clat,2011,394.716
GW-9872,2,Clat,2011,479.4504
BESC-156,2,Clat,2011,NA
BESC-178,2,Clat,2011,594.36
BESC-60,2,Clat,2011,533.4
GW-7992,2,Clat,2011,504.1392
HRSO-27-4,2,Clat,2011,455.3712
BESC-403,2,Clat,2011,722.9856
GW-9953,2,Clat,2011,538.5816
BESC-264,2,Clat,2011,473.0496
BESC-353,2,Clat,2011,527.9136
BESC-406,2,Clat,2011,559.0032
BESC-232,2,Clat,2011,601.98
BESC-440,2,Clat,2011,555.0408
BESC-421,2,Clat,2011,593.4456
BESC-350,2,Clat,2011,519.684
GW-9794,2,Clat,2011,588.264
BESC-454,2,Clat,2011,530.352
BESC-26,2,Clat,2011,536.448
CNYH-28-4,2,Clat,2011,448.9704
BESC-153,2,Clat,2011,529.4376
BESC-69,2,Clat,2011,643.128
BESC-229,2,Clat,2011,518.7696
BESC-877,2,Clat,2011,552.9072
BESC-342,2,Clat,2011,616.9152
BESC-861,2,Clat,2011,516.0264
LILC-26-4,2,Clat,2011,531.5712
BESC-16,2,Clat,2011,534.0096
GW-9760,2,Clat,2011,559.6128
BESC-174,2,Clat,2011,605.3328
BESC-44,2,Clat,2011,412.6992
BESC-137,2,Clat,2011,291.084
BESC-870,2,Clat,2011,592.5312
BESC-175,2,Clat,2011,583.9968
BESC-101,2,Clat,2011,275.844
BESC-388,2,Clat,2011,480.06
GW-9849,2,Clat,2011,561.4416
BESC-165,2,Clat,2011,680.9232
BESC-203,2,Clat,2011,515.7216
BESC-103,2,Clat,2011,550.7736
GW-9776,2,Clat,2011,576.072
KLNG-20-7,2,Clat,2011,316.992
BESC-866,2,Clat,2011,548.0304
BESC-150,2,Clat,2011,662.94
GW-9759,2,Clat,2011,641.2992
BESC-328,2,Clat,2011,587.3496
BESC-119,2,Clat,2011,516.0264
BESC-817,2,Clat,2011,578.5104
BESC-223,2,Clat,2011,547.7256
KTMA-12-2,2,Clat,2011,202.3872
GW-9913,2,Clat,2011,601.6752
GW-4579,2,Clat,2011,573.024
BESC-319,2,Clat,2011,574.2432
GW-9778,2,Clat,2011,515.112
GW-9821,2,Clat,2011,566.928
BESC-883,2,Clat,2011,589.1784
GW-11044,2,Clat,2011,460.8576
SLMB-28-1,2,Clat,2011,451.104
GW-9844,2,Clat,2011,457.8096
BESC-88,2,Clat,2011,475.488
BESC-58,2,Clat,2011,507.492
BESC-10,2,Clat,2011,632.7648
GW-9850,2,Clat,2011,541.02
LILC-26-1,2,Clat,2011,528.5232
KLND-20-1,2,Clat,2011,422.148
BESC-87,2,Clat,2011,461.4672
BESC-462,2,Clat,2011,662.94
BESC-302,2,Clat,2011,664.464
GW-9788,2,Clat,2011,535.5336
GW-11038,2,Clat,2011,NA
GW-7976,2,Clat,2011,624.84
CA-02-03,2,Clat,2011,NA
BESC-469,2,Clat,2011,532.1808
GW-9902,2,Clat,2011,623.316
BESC-176,2,Clat,2011,558.0888
BESC-217,2,Clat,2011,627.888
BESC-81,2,Clat,2011,630.936
BESC-868,2,Clat,2011,533.4
BESC-390,2,Clat,2011,680.9232
BESC-143,2,Clat,2011,615.696
BESC-382,2,Clat,2011,613.2576
BESC-413,2,Clat,2011,505.0536
BESC-463,2,Clat,2011,591.312
GW-9877,2,Clat,2011,563.88
WHTE-28-1,2,Clat,2011,451.104
BESC-76,2,Clat,2011,423.672
BESC-828,2,Clat,2011,536.448
BESC-445,2,Clat,2011,379.7808
BESC-17,2,Clat,2011,601.98
BESC-840,2,Clat,2011,NA
NHTA-27-2,2,Clat,2011,374.904
GW-9870,2,Clat,2011,637.9464
BESC-144,2,Clat,2011,676.656
CA-05-03,2,Clat,2011,85
BESC-391,2,Clat,2011,484.0224
SQMB-25-1,2,Clat,2011,491.6424
BESC-49,2,Clat,2011,414.528
BESC-816,2,Clat,2011,469.392
BESC-238,2,Clat,2011,597.7128
BESC-443,2,Clat,2011,381.6096
BESC-187,2,Clat,2011,307.848
GW-9828,2,Clat,2011,316.992
GW-9588,2,Clat,2011,606.552
GW-7988,2,Clat,2011,510.8448
SQMA-25-4,2,Clat,2011,515.112
BESC-46,2,Clat,2011,422.4528
BESC-2,2,Clat,2011,495.6048
BESC-104,2,Clat,2011,480.3648
GW-9908,2,Clat,2011,502.92
BESC-50,2,Clat,2011,412.6992
LILD-26-2,2,Clat,2011,502.0056
GW-9907,2,Clat,2011,466.344
HOMB-21-3,2,Clat,2011,512.9784
BESC-441,2,Clat,2011,509.6256
GW-9873,2,Clat,2011,467.868
BESC-159,2,Clat,2011,626.9736
GW-10985,2,Clat,2011,562.356
GW-11035,2,Clat,2011,541.9344
BESC-64,2,Clat,2011,441.96
SLMC-28-2,2,Clat,2011,454.152
BESC-23,2,Clat,2011,591.312
BESC-123,2,Clat,2011,568.7568
GW-9894,2,Clat,2011,513.8928
SQMC-25-5,2,Clat,2011,147.828
GW-7975,2,Clat,2011,588.264
CA-01-02,2,Clat,2011,NA
BESC-32,2,Clat,2011,431.9016
LILA-26-4,2,Clat,2011,306.0192
BESC-271,2,Clat,2011,NA
GW-9911,2,Clat,2011,552.9072
GW-11031,2,Clat,2011,329.184
GW-9581,2,Clat,2011,NA
GW-9834,2,Clat,2011,NA
GW-7987,2,Clat,2011,556.26
BESC-838,2,Clat,2011,NA
DENA-17-1,2,Clat,2011,426.72
BESC-116,2,Clat,2011,417.576
GW-7991,2,Clat,2011,515.112
SLMD-28-3,2,Clat,2011,400.812
GW-9900,2,Clat,2011,629.412
BESC-243,2,Clat,2011,402.336
BESC-189,2,Clat,2011,344.424
BESC-852,2,Clat,2011,496.824
GW-9806,2,Clat,2011,426.72
GW-9803,2,Clat,2011,460.248
BESC-91,2,Clat,2011,448.056
BESC-429,2,Clat,2011,563.88
KLNB-20-2,2,Clat,2011,475.488
BESC-183,2,Clat,2011,457.2
BESC-118,2,Clat,2011,478.536
BESC-129,2,Clat,2011,493.776
BESC-166,2,Clat,2011,569.976
BESC-420,2,Clat,2011,379.476
BESC-872,2,Clat,2011,524.256
GW-9841,2,Clat,2011,504.444
BESC-876,2,Clat,2011,524.256
KLNC-20-2,2,Clat,2011,350.52
GW-10955,2,Clat,2011,641.604
GLCA-26-1,2,Clat,2011,381
BESC-464,2,Clat,2011,524.256
BESC-250,2,Clat,2011,487.68
BESC-6,2,Clat,2011,NA
BESC-824,2,Clat,2011,502.3104
BESC-905,2,Clat,2011,553.212
GW-9577,2,Clat,2011,664.464
MCMN-27-5,2,Clat,2011,414.528
BESC-426,2,Clat,2011,507.492
GW-9910,2,Clat,2011,709.2696
BESC-121,2,Clat,2011,606.552
BESC-122,2,Clat,2011,466.9536
BESC-254,2,Clat,2011,476.7072
BESC-170,2,Clat,2011,621.792
BESC-142,2,Clat,2011,569.976
DEND-17-2,2,Clat,2011,408.432
BESC-99,2,Clat,2011,519.684
BESC-94,2,Clat,2011,431.292
KTMC-12-2,2,Clat,2011,286.512
BESC-862,2,Clat,2011,441.96
BESC-320,2,Clat,2011,588.264
GW-10998,2,Clat,2011,495.3
BESC-98,2,Clat,2011,518.16
GW-9954,2,Clat,2011,408.432
BESC-334,2,Clat,2011,650.748
BESC-367,2,Clat,2011,537.972
BESC-351,2,Clat,2011,563.88
BESC-823,2,Clat,2011,540.4104
BESC-857,2,Clat,2011,492.252
GW-9874,2,Clat,2011,550.164
CMBF-28-1,2,Clat,2011,569.976
GW-9867,2,Clat,2011,445.008
GW-7980,2,Clat,2011,630.936
SKWD-24-3,2,Clat,2011,460.248
CA-05-07,2,Clat,2011,NA
GW-9791,2,Clat,2011,559.308
YALE-27-1,2,Clat,2011,411.48
GW-9883,2,Clat,2011,594.9696
BESC-418,2,Clat,2011,589.4832
HARB-26-2,2,Clat,2011,395.3256
BESC-911,2,Clat,2011,643.7376
BESC-881,2,Clat,2011,421.8432
DENC-17-3,2,Clat,2011,278.5872
SKWB-24-2,2,Clat,2011,508.4064
BESC-140,2,Clat,2011,585.216
GW-9899,2,Clat,2011,505.968
GW-9962,2,Clat,2011,571.5
KLNA-20-3,2,Clat,2011,380.0856
BESC-446,2,Clat,2011,448.056
BESC-331,2,Clat,2011,473.964
BESC-460,2,Clat,2011,545.592
GW-11025,2,Clat,2011,552.6024
GW-9906,2,Clat,2011,550.164
BESC-47,2,Clat,2011,547.116
GW-11015,2,Clat,2011,524.256
GW-7981,2,Clat,2011,425.196
BESC-453,2,Clat,2011,576.072
BESC-208,2,Clat,2011,620.268
GW-9854,2,Clat,2011,469.392
KLNA-20-5,2,Clat,2011,425.196
CMBF-28-3,2,Clat,2011,NA
BESC-366,2,Clat,2011,633.984
HOMA-21-1,2,Clat,2011,460.248
GW-9767,2,Clat,2011,588.264
GW-9817,2,Clat,2011,464.82
CHWH-27-4,2,Clat,2011,481.584
FNYI-28-2,2,Clat,2011,459.6384
BESC-29,2,Clat,2011,470.916
GW-9756,2,Clat,2011,603.504
GW-9785,2,Clat,2011,575.1576
BESC-285,2,Clat,2011,496.824
DENB-17-2,2,Clat,2011,393.192
BESC-375,2,Clat,2011,643.128
BESC-245,2,Clat,2011,693.42
BESC-431,2,Clat,2011,480.6696
GW-9591,2,Clat,2011,491.3376
BESC-411,2,Clat,2011,428.244
HOMC-21-2,2,Clat,2011,443.484
KLNG-20-1,2,Clat,2011,411.48
KLNE-20-5,2,Clat,2011,452.628
BESC-199,2,Clat,2011,298.704
BESC-283,2,Clat,2011,NA
GW-11016,2,Clat,2011,601.98
GW-9758,2,Clat,2011,566.928
BESC-120,2,Clat,2011,423.672
GW-9968,2,Clat,2011,647.7
HARB-26-4,2,Clat,2011,318.516
NHTB-27-3,2,Clat,2011,295.656
KTMB-12-1,2,Clat,2011,128.016
BESC-811,2,Clat,2011,550.164
GW-9783,2,Clat,2011,521.208
GW-9813,2,Clat,2011,614.172
GW-7993,2,Clat,2011,540.4104
BESC-313,2,Clat,2011,315.468
GW-9787,2,Clat,2011,487.68
BESC-809,2,Clat,2011,557.784
BESC-808,2,Clat,2011,564.7944
BESC-425,2,Clat,2011,597.408
GW-9782,2,Clat,2011,626.364
HOPF-27-3,2,Clat,2011,477.6216
DEND-17-5,2,Clat,2011,324.612
BESC-839,2,Clat,2011,615.696
BESC-171,2,Clat,2011,198.12
GW-10987,2,Clat,2011,605.6376
BESC-307,2,Clat,2011,549.8592
WELC-27-4,2,Clat,2011,414.528
BESC-372,2,Clat,2011,460.248
BESC-164,2,Clat,2011,466.344
CNYH-28-2,2,Clat,2011,499.872
GW-9597,2,Clat,2011,612.648
GW-9596,2,Clat,2011,448.056
DENA-17-3,2,Clat,2011,345.948
BESC-813,2,Clat,2011,501.396
CHWK-27-4,2,Clat,2011,461.772
GW-9765,2,Clat,2011,428.244
BESC-312,2,Clat,2011,451.104
BESC-904,2,Clat,2011,621.792
BESC-894,2,Clat,2011,603.504
KLNE-20-3,2,Clat,2011,396.24
BESC-270,2,Clat,2011,419.1
BESC-262,2,Clat,2011,609.6
BESC-310,2,Clat,2011,463.296
BESC-73,2,Clat,2011,505.968
GW-11045,2,Clat,2011,310.896
BESC-853,2,Clat,2011,558.6984
HOPG-27-3,2,Clat,2011,491.9472
GW-10986,2,Clat,2011,668.7312
BESC-131,2,Clat,2011,573.024
GW-9592,2,Clat,2011,566.928
BESC-435,2,Clat,2011,522.732
BESC-819,2,Clat,2011,579.12
BESC-167,2,Clat,2011,548.64
BESC-158,2,Clat,2011,414.528
GW-9843,2,Clat,2011,566.0136
LILD-26-5,2,Clat,2011,455.0664
GW-9826,2,Clat,2011,463.296
GW-9917,2,Clat,2011,623.316
BESC-107,2,Clat,2011,630.0216
BESC-75,2,Clat,2011,579.7296
BESC-450,2,Clat,2011,604.4184
BESC-301,2,Clat,2011,650.748
NHTA-27-4,2,Clat,2011,467.868
GW-11018,2,Clat,2011,381
GW-9878,2,Clat,2011,498.348
HRSO-27-1,2,Clat,2011,469.392
GW-9861,2,Clat,2011,551.688
GW-9967,2,Clat,2011,473.964
BESC-154,2,Clat,2011,615.696
HARC-26-1,2,Clat,2011,438.912
GW-9909,2,Clat,2011,656.5392
BESC-193,2,Clat,2011,589.788
GW-9837,2,Clat,2011,585.216
BESC-344,2,Clat,2011,533.4
BESC-160,2,Clat,2011,408.432
SKWD-24-1,2,Clat,2011,503.8344
CNYH-28-3,2,Clat,2011,387.096
GW-9583,2,Clat,2011,624.84
BESC-11,2,Clat,2011,601.98
BESC-169,2,Clat,2011,633.984
BESC-370,2,Clat,2011,606.552
BESC-831,2,Clat,2011,685.8
LILA-26-1,2,Clat,2011,441.96
GW-11036,2,Clat,2011,600.456
BESC-458,2,Clat,2011,NA
BESC-807,2,Clat,2011,489.204
BESC-128,2,Clat,2011,452.628
BESC-157,2,Clat,2011,614.4768
GW-9769,2,Clat,2011,533.4
BESC-358,2,Clat,2011,676.656
Phy-1,2,Clat,2011,493.776
FNYI-28-1,2,Clat,2011,381.9144
GW-9801,2,Clat,2011,502.92
KTMC-12-1,2,Clat,2011,286.512
GW-9891,2,Clat,2011,504.444
BESC-132,2,Clat,2011,516.0264
BESC-834,2,Clat,2011,462.3816
SKWE-24-1,2,Clat,2011,452.628
BESC-873,2,Clat,2011,515.112
BESC-314,2,Clat,2011,318.8208
WHTE-28-4,2,Clat,2011,414.528
SQMC-25-4,2,Clat,2011,498.0432
GW-9822,2,Clat,2011,436.7784
KLNG-20-2,2,Clat,2011,441.96
KLNG-20-6,2,Clat,2011,467.5632
GW-9792,2,Clat,2011,496.824
CA-01-01,2,Clat,2011,NA
BESC-345,2,Clat,2011,573.024
HOMD-21-2,2,Clat,2011,483.108
GW-11039,2,Clat,2011,563.88
YALD-27-5,2,Clat,2011,513.588
BESC-48,2,Clat,2011,448.056
BESC-329,2,Clat,2011,566.928
GW-9757,2,Clat,2011,459.3336
GW-9921,2,Clat,2011,569.976
GLCB-26-2,2,Clat,2011,396.24
DENA-17-2,2,Clat,2011,280.416
GW-11051,2,Clat,2011,489.204
HARC-26-5,2,Clat,2011,602.2848
GW-9763,2,Clat,2011,480.06
BESC-851,2,Clat,2011,606.552
BESC-216,2,Clat,2011,448.056
BESC-177,2,Clat,2011,574.548
BESC-70,2,Clat,2011,482.8032
BESC-452,2,Clat,2011,NA
BESC-827,2,Clat,2011,515.112
HARB-26-3,2,Clat,2011,465.1248
HRSO-27-2,2,Clat,2011,539.496
BESC-325,2,Clat,2011,570.5856
BESC-434,2,Clat,2011,395.3256
GW-9876,2,Clat,2011,516.0264
VNDL-27-4,2,Clat,2011,493.776
GW-9779,2,Clat,2011,425.196
GW-9824,2,Clat,2011,427.6344
BESC-442,2,Clat,2011,562.356
BESC-401,2,Clat,2011,409.956
BESC-333,2,Clat,2011,571.5
HARB-26-1,2,Clat,2011,416.052
LILB-26-5,2,Clat,2011,389.5344
BESC-340,2,Clat,2011,571.5
BESC-54,2,Clat,2011,544.3728
GW-7973,2,Clat,2011,493.776
BESC-267,2,Clat,2011,713.232
BESC-77,2,Clat,2011,379.476
DENC-17-2,2,Clat,2011,413.6136
NHTA-27-3,2,Clat,2011,395.0208
CHWH-27-5,2,Clat,2011,553.212
BESC-83,2,Clat,2011,505.0536
SKWA-24-2,2,Clat,2011,530.352
BESC-4,2,Clat,2011,563.88
BESC-218,2,Clat,2011,691.896
BESC-55,2,Clat,2011,712.3176
BESC-854,2,Clat,2011,451.104
BESC-439,2,Clat,2011,505.968
BESC-882,2,Clat,2011,560.832
BESC-343,2,Clat,2011,396.24
BESC-415,2,Clat,2011,614.172
GW-10983,2,Clat,2011,495.3
BESC-27,2,Clat,2011,489.204
GW-9960,2,Clat,2011,242.316
BESC-803,2,Clat,2011,396.24
BESC-323,2,Clat,2011,399.288
BESC-837,2,Clat,2011,546.2016
GW-9582,2,Clat,2011,623.0112
BESC-879,2,Clat,2011,505.968
GW-11027,2,Clat,2011,553.8216
GW-9895,2,Clat,2011,545.592
GW-9963,2,Clat,2011,533.4
GW-9793,2,Clat,2011,481.584
BESC-28,2,Clat,2011,426.72
BESC-102,2,Clat,2011,536.448
BESC-265,2,Clat,2011,618.744
BESC-380,2,Clat,2011,598.3224
GW-9868,2,Clat,2011,619.3536
SKWF-24-5,2,Clat,2011,491.9472
BESC-252,2,Clat,2011,460.248
BESC-848,2,Clat,2011,491.3376
BESC-224,2,Clat,2011,538.5816
GW-9814,2,Clat,2011,556.26
BESC-818,2,Clat,2011,550.164
BESC-235,2,Clat,2011,768.096
NHTA-27-5,2,Clat,2011,329.184
BESC-373,2,Clat,2011,740.664
GW-9852,2,Clat,2011,502.92
LILB-26-4,2,Clat,2011,490.728
GLCB-26-3,2,Clat,2011,451.104
BESC-34,2,Clat,2011,632.46
SKWA-24-4,2,Clat,2011,513.588
FNYI-28-5,2,Clat,2011,396.24
BESC-133,2,Clat,2011,487.68
BESC-273,2,Clat,2011,713.232
DENC-17-5,2,Clat,2011,246.888
GW-9842,2,Clat,2011,486.4608
GW-9922,2,Clat,2011,533.4
BESC-111,2,Clat,2011,458.724
BESC-864,2,Clat,2011,NA
GW-9579,2,Clat,2011,432.816
BESC-68,2,Clat,2011,515.112
BESC-62,2,Clat,2011,408.432
BESC-298,2,Clat,2011,413.004
WELC-27-1,2,Clat,2011,432.816
BESC-299,2,Clat,2011,NA
BESC-221,2,Clat,2011,445.008
MCMN-27-2,2,Clat,2011,443.484
BESC-820,2,Clat,2011,530.352
BESC-57,2,Clat,2011,579.12
SKWF-24-3,2,Clat,2011,320.04
GW-9838,2,Clat,2011,545.592
BESC-885,2,Clat,2011,470.916
BESC-419,2,Clat,2011,561.4416
CMBF-28-5,2,Clat,2011,593.1408
GW-7974,2,Clat,2011,537.6672
BESC-97,2,Clat,2011,667.512
BESC-106,2,Clat,2011,621.792
BESC-66,2,Clat,2011,664.464
LILC-26-2,2,Clat,2011,496.824
BESC-337,2,Clat,2011,NA
BESC-148,2,Clat,2011,684.5808
BESC-423,2,Clat,2011,268.224
GW-7989,2,Clat,2011,622.4016
GW-9893,2,Clat,2011,516.0264
GW-9840,2,Clat,2011,579.12
BESC-398,2,Clat,2011,501.396
BESC-3,2,Clat,2011,594.36
GW-9884,2,Clat,2011,661.416
BESC-405,2,Clat,2011,476.0976
KLNG-20-5,2,Clat,2011,350.52
BESC-63,2,Clat,2011,579.12
BESC-850,2,Clat,2011,487.68
KTMB-12-3,2,Clat,2011,143.256
BESC-136,2,Clat,2011,551.688
BESC-449,2,Clat,2011,574.548
BESC-341,2,Clat,2011,414.528
BESC-404,2,Clat,2011,508.1016
BESC-318,2,Clat,2011,563.88
BESC-802,2,Clat,2011,661.416
BESC-448,2,Clat,2011,606.552
BESC-869,2,Clat,2011,NA
BESC-43,2,Clat,2011,530.352
GW-9805,2,Clat,2011,573.9384
GW-9836,2,Clat,2011,480.6696
GW-9845,2,Clat,2011,605.9424
BESC-305,2,Clat,2011,505.3584
BESC-409,2,Clat,2011,599.5416
LILB-26-3,2,Clat,2011,482.4984
GW-9858,2,Clat,2011,598.932
BESC-384,2,Clat,2011,606.552
GW-7984,2,Clat,2011,565.7088
CHWK-27-2,2,Clat,2011,643.128
BESC-272,2,Clat,2011,580.0344
GW-9810,2,Clat,2011,451.104
BESC-266,2,Clat,2011,533.4
GW-11001,2,Clat,2011,579.12
BESC-82,2,Clat,2011,490.728
BESC-236,2,Clat,2011,597.408
HRSO-27-3,2,Clat,2011,634.5936
GW-10072,2,Clat,2011,597.408
KLND-20-5,2,Clat,2011,333.756
BESC-8,2,Clat,2011,572.1096
BESC-846,2,Clat,2011,564.7944
BESC-207,2,Clat,2011,391.668
GW-9770,2,Clat,2011,498.348
BESC-891,2,Clat,2011,462.0768
BESC-210,2,Clat,2011,584.3016
BESC-835,2,Clat,2011,521.208
BESC-365,2,Clat,2011,NA
BESC-268,2,Clat,2011,515.112
BESC-237,2,Clat,2011,541.02
BESC-21,2,Clat,2011,515.112
BESC-311,2,Clat,2011,502.92
BESC-220,2,Clat,2011,550.4688
GW-9919,2,Clat,2011,384.048
DENC-17-1,2,Clat,2011,449.2752
BESC-871,2,Clat,2011,455.9808
HARC-26-3,2,Clat,2011,500.4816
SQMC-25-3,2,Clat,2011,512.064
GW-9889,2,Clat,2011,518.16
BESC-12,2,Clat,2011,553.212
SKWB-24-5,2,Clat,2011,562.0512
BESC-1,2,Clat,2011,621.792
BESC-227,2,Clat,2011,588.264
GW-9888,2,Clat,2011,665.6832
GW-9955,2,Clat,2011,516.0264
GW-9819,2,Clat,2011,455.0664
GW-9948,2,Clat,2011,435.864
BESC-256,2,Clat,2011,490.728
GW-9789,2,Clat,2011,487.68
GW-9964,2,Clat,2011,475.488
GW-9965,2,Clat,2011,441.96
SKWE-24-4,2,Clat,2011,448.056
GW-7996,2,Clat,2011,534.0096
YALE-27-4,2,Clat,2011,549.8592
SQMA-25-1,2,Clat,2011,505.968
GLCB-26-4,2,Clat,2011,384.9624
BESC-59,2,Clat,2011,493.776
CA-05-05,2,Clat,2011,NA
BESC-134,2,Clat,2011,507.492
KTMA-12-1,2,Clat,2011,325.5264
BESC-41,2,Clat,2011,457.2
BESC-286,2,Clat,2011,480.6696
FNYI-28-3,2,Clat,2011,508.1016
HRSP-27-4,2,Clat,2011,503.8344
BESC-234,2,Clat,2011,530.352
BESC-240,2,Clat,2011,648.3096
BESC-186,2,Clat,2011,325.5264
BESC-110,2,Clat,2011,592.836
GW-11042,2,Clat,2011,471.2208
LILA-26-2,2,Clat,2011,377.0376
BESC-109,2,Clat,2011,582.7776
BESC-226,2,Clat,2011,664.464
HOMA-21-4,2,Clat,2011,452.628
HOMA-21-5,2,Clat,2011,466.344
BESC-135,2,Clat,2011,502.92
BESC-145,2,Clat,2011,594.36
GW-9580,2,Clat,2011,646.176
BESC-38,2,Clat,2011,437.388
BESC-14,2,Clat,2011,176.784
BESC-78,2,Clat,2011,568.1472
BESC-61,2,Clat,2011,509.016
BESC-408,2,Clat,2011,470.916
GW-9892,2,Clat,2011,565.404
GW-10997,2,Clat,2011,516.0264
BESC-374,2,Clat,2011,519.684
BESC-383,2,Clat,2011,573.024
BESC-447,2,Clat,2011,614.172
BESC-139,2,Clat,2011,513.588
GW-9595,2,Clat,2011,466.344
BESC-219,2,Clat,2011,412.3944
HARC-26-2,2,Clat,2011,417.576
BESC-5,2,Clat,2011,521.208
BESC-33,2,Clat,2011,313.944
GW-9816,2,Clat,2011,530.352
GW-11043,2,Clat,2011,377.952
BESC-842,2,Clat,2011,527.304
GW-9795,2,Clat,2011,595.2744
GW-9818,2,Clat,2011,524.256
GW-7977,2,Clat,2011,624.84
BESC-85,2,Clat,2011,530.352
BESC-244,2,Clat,2011,571.5
HOMC-21-5,2,Clat,2011,554.736
CHWH-27-2,2,Clat,2011,602.5896
WHTE-28-2,2,Clat,2011,504.444
BESC-836,2,Clat,2011,638.556
SQMA-25-2,2,Clat,2011,460.248
BESC-261,2,Clat,2011,604.7232
BESC-804,2,Clat,2011,557.784
GW-11049,2,Clat,2011,417.576
BESC-321,2,Clat,2011,441.96
BESC-192,2,Clat,2011,603.504
KLNE-20-4,2,Clat,2011,402.336
DENC-17-4,2,Clat,2011,454.152
GLCB-26-5,2,Clat,2011,458.724
GW-9815,2,Clat,2011,425.196
GW-11034,2,Clat,2011,405.384
GW-9589,2,Clat,2011,417.576
CA-01-03,2,Clat,2011,NA
BESC-357,2,Clat,2011,416.052
SKWE-24-5,2,Clat,2011,502.0056
BESC-407,2,Clat,2011,429.768
BESC-92,2,Clat,2011,365.76
BESC-338,2,Clat,2011,498.9576
BESC-427,2,Clat,2011,463.296
BESC-363,2,Clat,2011,527.304
BESC-20,2,Clat,2011,473.964
CHWJ-27-1,2,Clat,2011,448.056
GW-9804,2,Clat,2011,383.1336
BESC-865,2,Clat,2011,597.408
BESC-258,2,Clat,2011,509.016
HRSP-27-5,2,Clat,2011,432.816
BESC-114,2,Clat,2011,573.024
GW-9764,2,Clat,2011,568.452
GW-9956,2,Clat,2011,539.496
BESC-248,2,Clat,2011,614.7816
CHWH-27-3,2,Clat,2011,605.9424
BESC-400,2,Clat,2011,534.0096
BESC-815,2,Clat,2011,489.8136
HOMC-21-3,2,Clat,2011,449.58
BESC-899,2,Clat,2011,577.596
BESC-364,2,Clat,2011,NA
BESC-255,2,Clat,2011,560.832
LILA-26-5,2,Clat,2011,516.0264
SLMB-28-3,2,Clat,2011,521.8176
BESC-212,2,Clat,2011,580.0344
GW-9786,2,Clat,2011,595.2744
GW-9775,2,Clat,2011,560.832
GW-9833,2,Clat,2011,568.452
BESC-191,2,Clat,2011,509.016
BESC-347,2,Clat,2011,NA
MTSM-27-1,2,Clat,2011,NA
BESC-30,2,Clat,2011,516.0264
BESC-204,2,Clat,2011,554.736
KLND-20-3,2,Clat,2011,335.28
BESC-80,2,Clat,2011,361.4928
GW-9970,2,Clat,2011,393.192
GW-9811,2,Clat,2011,541.9344
BESC-908,2,Clat,2011,512.064
BESC-124,2,Clat,2011,387.096
GW-9855,2,Clat,2011,516.636
GW-9958,2,Clat,2011,547.7256
BESC-422,2,Clat,2011,547.116
BESC-414,2,Clat,2011,585.216
SKWE-24-3,2,Clat,2011,396.24
BESC-214,2,Clat,2011,511.4544
GW-9916,2,Clat,2011,586.74
BESC-284,2,Clat,2011,478.536
GW-9799,2,Clat,2011,490.728
GW-9915,2,Clat,2011,556.26
BESC-843,2,Clat,2011,573.024
BESC-293,2,Clat,2011,481.584
NHTB-27-4,2,Clat,2011,384.6576
LILC-26-3,2,Clat,2011,432.816
BESC-246,2,Clat,2011,576.072
BESC-56,2,Clat,2011,662.94
GW-7985,2,Clat,2011,596.1888
BESC-274,2,Clat,2011,497.7384
