Geno,Block,Loc,Year,Height
CA-05-06,1,CA,2010,100
CA-05-06,2,CA,2010,65
CA-05-06,3,CA,2010,126
CA-05-07,1,CA,2010,90
CA-05-07,3,CA,2010,136
CHWH-27-3,1,CA,2010,135
CHWH-27-3,2,CA,2010,NA
CHWH-27-3,3,CA,2010,NA
CHWH-27-4,3,CA,2010,156
CHWH-27-4,3,CA,2010,NA
CHWH-27-5,1,CA,2010,154
CHWH-27-5,2,CA,2010,179
CHWH-27-5,3,CA,2010,237
CHWH-27-5,Replacement,CA,2010,142
CHWI-27-4,3,CA,2010,179
CHWI-27-4,Replacement,CA,2010,136
CHWJ-27-1,1,CA,2010,242
CHWJ-27-1,2,CA,2010,244
CHWJ-27-1,3,CA,2010,NA
CHWJ-27-1,Replacement,CA,2010,110
CHWJ-27-2,1,CA,2010,224
CHWJ-27-2,2,CA,2010,135
CHWJ-27-2,3,CA,2010,NA
CHWK-27-2,2,CA,2010,NA
CHWK-27-2,3,CA,2010,313
CHWK-27-2,Replacement,CA,2010,NA
CHWK-27-3,2,CA,2010,233
CHWK-27-3,3,CA,2010,NA
CHWK-27-3,Replacement,CA,2010,122
CMBF-28-1,1,CA,2010,145
CMBF-28-1,2,CA,2010,182
CMBF-28-2,2,CA,2010,60
CMBF-28-2,Replacement,CA,2010,NA
CMBF-28-3,1,CA,2010,164
CMBF-28-3,2,CA,2010,NA
CMBF-28-3,Replacement,CA,2010,130
CMBF-28-4,2,CA,2010,290
CMBF-28-4,Replacement,CA,2010,162
CMBF-28-5,1,CA,2010,NA
CMBF-28-5,2,CA,2010,146
CMBF-28-5,3,CA,2010,215
CMBF-28-5,Replacement,CA,2010,NA
CNYH-28-2,1,CA,2010,125
CNYH-28-2,2,CA,2010,219
CNYH-28-2,Replacement,CA,2010,224
CNYH-28-3,1,CA,2010,190
CNYH-28-3,2,CA,2010,117
CNYH-28-3,3,CA,2010,108
CNYH-28-3,Replacement,CA,2010,178
CNYH-28-4,1,CA,2010,184
CNYH-28-4,2,CA,2010,128
CNYH-28-4,3,CA,2010,NA
CNYH-28-5,1,CA,2010,NA
CNYH-28-5,2,CA,2010,145
CNYH-28-5,3,CA,2010,101
CNYH-28-5,Replacement,CA,2010,190
DENA-17-1,1,CA,2010,NA
DENA-17-2,1,CA,2010,154
DENA-17-2,2,CA,2010,112
DENA-17-2,3,CA,2010,82
DENA-17-2,Replacement,CA,2010,129
DENA-17-3,1,CA,2010,252
DENA-17-3,2,CA,2010,140
DENA-17-3,Replacement,CA,2010,88
DENA-17-4,1,CA,2010,NA
DENA-17-4,3,CA,2010,NA
DENA-17-4,Replacement,CA,2010,72
DENB-17-1,1,CA,2010,200
DENB-17-1,2,CA,2010,217
DENB-17-1,3,CA,2010,124
DENB-17-1,Replacement,CA,2010,NA
DENB-17-2,1,CA,2010,194
DENB-17-2,2,CA,2010,NA
DENB-17-2,Replacement,CA,2010,201
DENB-17-3,1,CA,2010,164
DENB-17-3,Replacement,CA,2010,NA
DENB-17-4,1,CA,2010,182
DENB-17-4,2,CA,2010,125
DENB-17-4,Replacement,CA,2010,74
DENB-17-5,1,CA,2010,220
DENB-17-5,2,CA,2010,164
DENB-17-5,Replacement,CA,2010,243
DENC-17-1,1,CA,2010,120
DENC-17-1,2,CA,2010,NA
DENC-17-1,3,CA,2010,NA
DENC-17-2,1,CA,2010,NA
DENC-17-2,2,CA,2010,NA
DENC-17-2,3,CA,2010,227
DENC-17-4,1,CA,2010,135
DENC-17-4,Replacement,CA,2010,266
DENC-17-5,2,CA,2010,NA
DENC-17-5,3,CA,2010,NA
DENC-17-5,Replacement,CA,2010,126
DEND-17-1,1,CA,2010,NA
DEND-17-1,2,CA,2010,NA
DEND-17-1,Replacement,CA,2010,NA
DEND-17-2,1,CA,2010,90
DEND-17-2,2,CA,2010,NA
DEND-17-2,3,CA,2010,98
DEND-17-2,Replacement,CA,2010,NA
DEND-17-4,1,CA,2010,184
DEND-17-4,3,CA,2010,192
DEND-17-4,Replacement,CA,2010,NA
DEND-17-5,1,CA,2010,65
DEND-17-5,Replacement,CA,2010,NA
FNYI-28-2,1,CA,2010,204
FNYI-28-2,Replacement,CA,2010,80
FNYI-28-3,2,CA,2010,196
FNYI-28-3,Replacement,CA,2010,186
FNYI-28-4,1,CA,2010,92
FNYI-28-4,Replacement,CA,2010,144
FNYI-28-5,1,CA,2010,204
FNYI-28-5,2,CA,2010,212
FNYI-28-5,3,CA,2010,131
FNYI-28-5,Replacement,CA,2010,194
GLCA-26-1,3,CA,2010,132
GLCA-26-1,Replacement,CA,2010,86
GLCB-26-1,2,CA,2010,228
GLCB-26-1,3,CA,2010,256
GLCB-26-1,Replacement,CA,2010,123
GLCB-26-2,1,CA,2010,94
GLCB-26-2,2,CA,2010,70
GLCB-26-2,Replacement,CA,2010,189
GLCB-26-3,1,CA,2010,100
GLCB-26-3,3,CA,2010,185
GLCB-26-3,Replacement,CA,2010,290
GLCB-26-4,1,CA,2010,200
GLCB-26-4,2,CA,2010,230
GLCB-26-4,3,CA,2010,128
GLCB-26-4,Replacement,CA,2010,260
GLCB-26-5,3,CA,2010,210
GLCB-26-5,Replacement,CA,2010,166
GW-10072,1,CA,2010,158
GW-10072,1,CA,2010,NA
GW-10072,2,CA,2010,NA
GW-10072,2,CA,2010,NA
GW-10072,3,CA,2010,465
GW-10955,1,CA,2010,130
GW-10955,1,CA,2010,NA
GW-10955,2,CA,2010,169
GW-10955,3,CA,2010,216
GW-10956,1,CA,2010,NA
GW-10956,2,CA,2010,235
GW-10956,3,CA,2010,253
GW-10957,1,CA,2010,180
GW-10957,2,CA,2010,200
GW-10957,3,CA,2010,170
GW-10958,1,CA,2010,186
GW-10958,1,CA,2010,NA
GW-10958,3,CA,2010,197
GW-10982,1,CA,2010,80
GW-10982,1,CA,2010,NA
GW-10982,2,CA,2010,118
GW-10983,1,CA,2010,150
GW-10983,2,CA,2010,146
GW-10983,3,CA,2010,NA
GW-10984,1,CA,2010,214
GW-10984,2,CA,2010,194
GW-10984,3,CA,2010,NA
GW-10985,1,CA,2010,175
GW-10985,1,CA,2010,NA
GW-10985,2,CA,2010,135
GW-10985,3,CA,2010,NA
GW-10986,1,CA,2010,248
GW-10986,1,CA,2010,NA
GW-10986,2,CA,2010,219
GW-10986,3,CA,2010,290
GW-10987,1,CA,2010,230
GW-10987,1,CA,2010,NA
GW-10987,2,CA,2010,NA
GW-10988,1,CA,2010,166
GW-10988,1,CA,2010,NA
GW-10988,2,CA,2010,261
GW-10988,3,CA,2010,NA
GW-10989,1,CA,2010,198
GW-10989,3,CA,2010,NA
GW-10992,1,CA,2010,NA
GW-10992,2,CA,2010,76
GW-10992,3,CA,2010,130
GW-10993,1,CA,2010,NA
GW-10993,2,CA,2010,NA
GW-10995,3,CA,2010,NA
GW-10995,Replacement,CA,2010,282
GW-10997,1,CA,2010,84
GW-10997,1,CA,2010,NA
GW-10997,2,CA,2010,190
GW-10998,1,CA,2010,145
GW-10998,1,CA,2010,NA
GW-10998,2,CA,2010,273
GW-10999,1,CA,2010,136
GW-10999,1,CA,2010,NA
GW-10999,2,CA,2010,220
GW-10999,3,CA,2010,136
GW-11001,1,CA,2010,166
GW-11001,1,CA,2010,NA
GW-11001,2,CA,2010,233
GW-11001,3,CA,2010,NA
GW-11011,1,CA,2010,284
GW-11011,1,CA,2010,NA
GW-11012,1,CA,2010,NA
GW-11012,2,CA,2010,105
GW-11012,3,CA,2010,245
GW-11014,1,CA,2010,38
GW-11014,1,CA,2010,NA
GW-11014,2,CA,2010,284
GW-11014,3,CA,2010,167
GW-11015,1,CA,2010,162
GW-11015,1,CA,2010,NA
GW-11015,2,CA,2010,82
GW-11015,3,CA,2010,75
GW-11016,1,CA,2010,194
GW-11016,1,CA,2010,NA
GW-11016,2,CA,2010,159
GW-11016,3,CA,2010,158
GW-11018,1,CA,2010,184
GW-11018,1,CA,2010,NA
GW-11018,2,CA,2010,212
GW-11018,3,CA,2010,162
GW-11019,1,CA,2010,177
GW-11019,1,CA,2010,NA
GW-11019,2,CA,2010,150
GW-11019,3,CA,2010,237
GW-11021,1,CA,2010,NA
GW-11021,2,CA,2010,177
GW-11022,1,CA,2010,240
GW-11022,1,CA,2010,NA
GW-11022,2,CA,2010,NA
GW-11024,1,CA,2010,125
GW-11024,1,CA,2010,NA
GW-11024,3,CA,2010,126
GW-11025,1,CA,2010,178
GW-11025,1,CA,2010,NA
GW-11025,2,CA,2010,95
GW-11025,3,CA,2010,295
GW-11026,1,CA,2010,258
GW-11026,1,CA,2010,NA
GW-11026,2,CA,2010,172
GW-11026,3,CA,2010,225
GW-11027,1,CA,2010,194
GW-11027,1,CA,2010,NA
GW-11027,2,CA,2010,96
GW-11027,3,CA,2010,NA
GW-11031,1,CA,2010,195
GW-11031,2,CA,2010,165
GW-11031,3,CA,2010,220
GW-11032,1,CA,2010,150
GW-11032,2,CA,2010,226
GW-11032,3,CA,2010,230
GW-11033,1,CA,2010,NA
GW-11033,2,CA,2010,146
GW-11033,3,CA,2010,193
GW-11034,1,CA,2010,110
GW-11034,1,CA,2010,NA
GW-11034,2,CA,2010,232
GW-11034,3,CA,2010,86
GW-11035,1,CA,2010,90
GW-11035,3,CA,2010,72
GW-11036,1,CA,2010,226
GW-11036,2,CA,2010,190
GW-11036,3,CA,2010,176
GW-11037,1,CA,2010,NA
GW-11037,2,CA,2010,256
GW-11038,2,CA,2010,263
GW-11039,1,CA,2010,154
GW-11039,2,CA,2010,237
GW-11039,3,CA,2010,188
GW-11041,2,CA,2010,NA
GW-11041,3,CA,2010,NA
GW-11041,3,CA,2010,124
GW-11042,1,CA,2010,174
GW-11042,2,CA,2010,170
GW-11043,1,CA,2010,NA
GW-11043,2,CA,2010,42
GW-11044,2,CA,2010,246
GW-11044,3,CA,2010,149
GW-11045,1,CA,2010,86
GW-11045,2,CA,2010,154
GW-11045,3,CA,2010,312
GW-11045,3,CA,2010,NA
GW-11046,1,CA,2010,125
GW-11046,3,CA,2010,141
GW-11046,3,CA,2010,NA
GW-11047,1,CA,2010,212
GW-11047,2,CA,2010,126
GW-11047,3,CA,2010,201
GW-11047,3,CA,2010,NA
GW-11048,2,CA,2010,160
GW-11048,3,CA,2010,NA
GW-11049,2,CA,2010,174
GW-11051,2,CA,2010,128
GW-11051,3,CA,2010,NA
GW-11052,1,CA,2010,170
GW-11053,1,CA,2010,172
GW-11053,2,CA,2010,NA
GW-11053,3,CA,2010,140
GW-11053,3,CA,2010,NA
GW-11054,1,CA,2010,135
GW-11054,2,CA,2010,176
GW-11054,3,CA,2010,130
GW-11054,3,CA,2010,NA
GW-4579,1,CA,2010,NA
GW-4579,2,CA,2010,NA
GW-4579,2,CA,2010,NA
GW-4579,3,CA,2010,NA
GW-4579,3,CA,2010,103
GW-4610,1,CA,2010,135
GW-4610,2,CA,2010,175
GW-4610,2,CA,2010,NA
GW-4610,3,CA,2010,NA
GW-4610,3,CA,2010,NA
GW-4610,3,CA,2010,250
GW-7973,1,CA,2010,NA
GW-7973,2,CA,2010,NA
GW-7973,3,CA,2010,226
GW-7974,1,CA,2010,NA
GW-7974,2,CA,2010,167
GW-7974,3,CA,2010,154
GW-7974,3,CA,2010,NA
GW-7976,1,CA,2010,NA
GW-7976,2,CA,2010,NA
GW-7976,2,CA,2010,NA
GW-7976,3,CA,2010,NA
GW-7976,3,CA,2010,NA
GW-7977,1,CA,2010,216
GW-7977,1,CA,2010,NA
GW-7977,2,CA,2010,227
GW-7977,2,CA,2010,NA
GW-7977,3,CA,2010,NA
GW-7977,3,CA,2010,NA
GW-7977,3,CA,2010,NA
GW-7977,3,CA,2010,NA
GW-7978,1,CA,2010,NA
GW-7978,1,CA,2010,198
GW-7978,2,CA,2010,NA
GW-7978,3,CA,2010,NA
GW-7978,3,CA,2010,NA
GW-7979,1,CA,2010,NA
GW-7979,1,CA,2010,NA
GW-7979,2,CA,2010,135
GW-7979,3,CA,2010,NA
GW-7979,3,CA,2010,NA
GW-7979,3,CA,2010,111
GW-7979,3,CA,2010,NA
GW-7980,1,CA,2010,246
GW-7980,2,CA,2010,204
GW-7980,2,CA,2010,NA
GW-7980,3,CA,2010,260
GW-7980,3,CA,2010,NA
GW-7980,3,CA,2010,NA
GW-7981,1,CA,2010,NA
GW-7981,1,CA,2010,174
GW-7981,2,CA,2010,171
GW-7981,2,CA,2010,NA
GW-7981,3,CA,2010,NA
GW-7981,3,CA,2010,NA
GW-7982,1,CA,2010,222
GW-7982,2,CA,2010,295
GW-7982,3,CA,2010,NA
GW-7982,3,CA,2010,NA
GW-7983,1,CA,2010,NA
GW-7983,1,CA,2010,134
GW-7983,2,CA,2010,186
GW-7983,2,CA,2010,NA
GW-7983,3,CA,2010,NA
GW-7983,3,CA,2010,71
GW-7983,3,CA,2010,NA
GW-7984,1,CA,2010,NA
GW-7984,1,CA,2010,184
GW-7984,2,CA,2010,NA
GW-7984,2,CA,2010,239
GW-7984,3,CA,2010,NA
GW-7984,3,CA,2010,NA
GW-7984,3,CA,2010,94
GW-7986,1,CA,2010,170
GW-7986,1,CA,2010,NA
GW-7986,1,CA,2010,NA
GW-7986,1,CA,2010,NA
GW-7986,2,CA,2010,240
GW-7986,2,CA,2010,NA
GW-7986,3,CA,2010,NA
GW-7986,3,CA,2010,220
GW-7987,1,CA,2010,NA
GW-7987,2,CA,2010,217
GW-7987,3,CA,2010,NA
GW-7988,1,CA,2010,NA
GW-7988,1,CA,2010,154
GW-7988,2,CA,2010,NA
GW-7988,2,CA,2010,295
GW-7988,3,CA,2010,NA
GW-7988,3,CA,2010,89
GW-7989,1,CA,2010,NA
GW-7989,2,CA,2010,203
GW-7989,2,CA,2010,NA
GW-7989,3,CA,2010,NA
GW-7989,3,CA,2010,NA
GW-7989,3,CA,2010,104
GW-7991,1,CA,2010,NA
GW-7991,1,CA,2010,NA
GW-7991,2,CA,2010,147
GW-7991,3,CA,2010,NA
GW-7991,3,CA,2010,NA
GW-7993,1,CA,2010,NA
GW-7993,1,CA,2010,42
GW-7993,2,CA,2010,150
GW-7993,2,CA,2010,NA
GW-7993,3,CA,2010,NA
GW-7993,3,CA,2010,NA
GW-7994,1,CA,2010,84
GW-7994,2,CA,2010,139
GW-7994,3,CA,2010,50
GW-7996,1,CA,2010,NA
GW-7996,1,CA,2010,190
GW-7996,2,CA,2010,NA
GW-7996,2,CA,2010,236
GW-7996,3,CA,2010,NA
GW-7996,3,CA,2010,NA
GW-9577,1,CA,2010,NA
GW-9577,1,CA,2010,134
GW-9577,2,CA,2010,217
GW-9577,2,CA,2010,NA
GW-9577,3,CA,2010,NA
GW-9577,3,CA,2010,NA
GW-9577,3,CA,2010,NA
GW-9577,3,CA,2010,NA
GW-9578,1,CA,2010,NA
GW-9578,1,CA,2010,NA
GW-9578,2,CA,2010,NA
GW-9578,2,CA,2010,NA
GW-9578,3,CA,2010,39
GW-9579,1,CA,2010,NA
GW-9579,2,CA,2010,207
GW-9579,3,CA,2010,202
GW-9581,1,CA,2010,154
GW-9581,2,CA,2010,NA
GW-9581,2,CA,2010,NA
GW-9581,2,CA,2010,NA
GW-9581,3,CA,2010,NA
GW-9581,3,CA,2010,NA
GW-9581,3,CA,2010,NA
GW-9582,1,CA,2010,NA
GW-9582,1,CA,2010,NA
GW-9582,1,CA,2010,214
GW-9582,2,CA,2010,312
GW-9582,2,CA,2010,NA
GW-9582,3,CA,2010,203
GW-9585,1,CA,2010,216
GW-9585,2,CA,2010,256
GW-9585,3,CA,2010,295
GW-9585,Replacement,CA,2010,NA
GW-9587,1,CA,2010,108
GW-9587,2,CA,2010,NA
GW-9587,3,CA,2010,NA
GW-9587,3,CA,2010,310
GW-9588,1,CA,2010,290
GW-9588,2,CA,2010,227
GW-9588,3,CA,2010,328
GW-9588,3,CA,2010,NA
GW-9589,1,CA,2010,NA
GW-9589,2,CA,2010,227
GW-9589,2,CA,2010,NA
GW-9589,3,CA,2010,190
GW-9589,3,CA,2010,NA
GW-9591,1,CA,2010,NA
GW-9591,1,CA,2010,108
GW-9591,2,CA,2010,150
GW-9591,3,CA,2010,NA
GW-9591,3,CA,2010,NA
GW-9591,3,CA,2010,NA
GW-9592,1,CA,2010,230
GW-9592,2,CA,2010,273
GW-9592,3,CA,2010,179
GW-9592,3,CA,2010,NA
GW-9594,1,CA,2010,105
GW-9594,1,CA,2010,NA
GW-9594,2,CA,2010,255
GW-9594,3,CA,2010,80
GW-9595,1,CA,2010,246
GW-9595,2,CA,2010,NA
GW-9595,3,CA,2010,61
GW-9596,1,CA,2010,65
GW-9596,2,CA,2010,152
GW-9596,3,CA,2010,NA
GW-9597,2,CA,2010,242
GW-9597,3,CA,2010,NA
GW-9597,3,CA,2010,156
GW-9597,3,CA,2010,NA
GW-9598,1,CA,2010,NA
GW-9598,2,CA,2010,NA
GW-9598,2,CA,2010,184
GW-9598,3,CA,2010,NA
GW-9598,3,CA,2010,NA
GW-9598,3,CA,2010,40
GW-9756,1,CA,2010,NA
GW-9756,2,CA,2010,NA
GW-9756,2,CA,2010,165
GW-9756,3,CA,2010,NA
GW-9756,3,CA,2010,NA
GW-9756,3,CA,2010,NA
GW-9757,1,CA,2010,194
GW-9757,2,CA,2010,NA
GW-9757,2,CA,2010,NA
GW-9757,3,CA,2010,56
GW-9757,3,CA,2010,NA
GW-9757,3,CA,2010,NA
GW-9758,1,CA,2010,NA
GW-9758,1,CA,2010,100
GW-9758,2,CA,2010,NA
GW-9758,2,CA,2010,258
GW-9758,3,CA,2010,NA
GW-9758,3,CA,2010,227
GW-9759,1,CA,2010,NA
GW-9759,2,CA,2010,NA
GW-9759,3,CA,2010,178
GW-9761,1,CA,2010,NA
GW-9761,1,CA,2010,NA
GW-9761,2,CA,2010,NA
GW-9761,3,CA,2010,156
GW-9763,1,CA,2010,NA
GW-9763,1,CA,2010,236
GW-9763,2,CA,2010,NA
GW-9763,2,CA,2010,NA
GW-9763,3,CA,2010,NA
GW-9763,3,CA,2010,NA
GW-9764,1,CA,2010,NA
GW-9764,2,CA,2010,138
GW-9764,3,CA,2010,NA
GW-9764,3,CA,2010,59
GW-9765,1,CA,2010,NA
GW-9765,1,CA,2010,178
GW-9765,1,CA,2010,NA
GW-9765,2,CA,2010,NA
GW-9765,2,CA,2010,NA
GW-9765,3,CA,2010,NA
GW-9765,3,CA,2010,NA
GW-9766,1,CA,2010,NA
GW-9766,1,CA,2010,225
GW-9766,2,CA,2010,NA
GW-9766,3,CA,2010,181
GW-9766,3,CA,2010,NA
GW-9768,1,CA,2010,NA
GW-9768,1,CA,2010,NA
GW-9768,1,CA,2010,NA
GW-9768,2,CA,2010,NA
GW-9768,2,CA,2010,307
GW-9768,3,CA,2010,165
GW-9768,3,CA,2010,NA
GW-9770,1,CA,2010,NA
GW-9770,1,CA,2010,NA
GW-9770,2,CA,2010,264
GW-9770,3,CA,2010,86
GW-9771,2,CA,2010,40
GW-9771,3,CA,2010,108
GW-9772,1,CA,2010,318
GW-9772,2,CA,2010,NA
GW-9772,3,CA,2010,202
GW-9773,1,CA,2010,72
GW-9773,1,CA,2010,NA
GW-9773,1,CA,2010,NA
GW-9773,2,CA,2010,NA
GW-9773,2,CA,2010,209
GW-9773,3,CA,2010,162
GW-9773,3,CA,2010,NA
GW-9774,1,CA,2010,234
GW-9774,1,CA,2010,NA
GW-9774,2,CA,2010,NA
GW-9774,2,CA,2010,NA
GW-9774,3,CA,2010,NA
GW-9774,3,CA,2010,NA
GW-9774,Replacement,CA,2010,NA
GW-9776,1,CA,2010,120
GW-9776,2,CA,2010,214
GW-9776,2,CA,2010,NA
GW-9776,2,CA,2010,NA
GW-9776,3,CA,2010,110
GW-9777,1,CA,2010,NA
GW-9777,1,CA,2010,140
GW-9777,2,CA,2010,NA
GW-9777,2,CA,2010,NA
GW-9777,3,CA,2010,NA
GW-9777,3,CA,2010,114
GW-9778,1,CA,2010,NA
GW-9778,2,CA,2010,NA
GW-9778,3,CA,2010,90
GW-9778,3,CA,2010,NA
GW-9779,1,CA,2010,162
GW-9779,2,CA,2010,223
GW-9779,3,CA,2010,NA
GW-9782,1,CA,2010,NA
GW-9782,1,CA,2010,NA
GW-9782,2,CA,2010,95
GW-9782,2,CA,2010,NA
GW-9782,2,CA,2010,NA
GW-9782,3,CA,2010,NA
GW-9782,3,CA,2010,NA
GW-9783,1,CA,2010,NA
GW-9783,1,CA,2010,110
GW-9783,2,CA,2010,NA
GW-9783,2,CA,2010,182
GW-9783,2,CA,2010,NA
GW-9783,3,CA,2010,NA
GW-9783,3,CA,2010,NA
GW-9783,3,CA,2010,133
GW-9783,3,CA,2010,NA
GW-9784,1,CA,2010,225
GW-9784,1,CA,2010,NA
GW-9784,2,CA,2010,220
GW-9784,3,CA,2010,NA
GW-9784,3,CA,2010,128
GW-9785,1,CA,2010,NA
GW-9785,1,CA,2010,NA
GW-9785,2,CA,2010,215
GW-9785,2,CA,2010,NA
GW-9785,3,CA,2010,188
GW-9785,3,CA,2010,NA
GW-9786,1,CA,2010,NA
GW-9786,1,CA,2010,196
GW-9786,2,CA,2010,168
GW-9786,2,CA,2010,NA
GW-9786,3,CA,2010,295
GW-9786,3,CA,2010,NA
GW-9787,1,CA,2010,NA
GW-9787,1,CA,2010,NA
GW-9787,1,CA,2010,NA
GW-9787,2,CA,2010,138
GW-9787,3,CA,2010,NA
GW-9787,Replacement,CA,2010,NA
GW-9788,1,CA,2010,NA
GW-9788,1,CA,2010,NA
GW-9788,2,CA,2010,165
GW-9788,2,CA,2010,NA
GW-9788,3,CA,2010,72
GW-9789,1,CA,2010,NA
GW-9789,1,CA,2010,NA
GW-9789,2,CA,2010,NA
GW-9789,2,CA,2010,NA
GW-9789,2,CA,2010,NA
GW-9789,3,CA,2010,NA
GW-9789,3,CA,2010,NA
GW-9789,3,CA,2010,NA
GW-9791,1,CA,2010,248
GW-9791,2,CA,2010,NA
GW-9791,3,CA,2010,154
GW-9792,1,CA,2010,115
GW-9792,2,CA,2010,194
GW-9793,1,CA,2010,NA
GW-9793,2,CA,2010,150
GW-9793,3,CA,2010,80
GW-9795,1,CA,2010,230
GW-9795,2,CA,2010,NA
GW-9795,3,CA,2010,206
GW-9795,3,CA,2010,NA
GW-9796,1,CA,2010,172
GW-9796,2,CA,2010,212
GW-9796,2,CA,2010,NA
GW-9796,3,CA,2010,87
GW-9799,1,CA,2010,NA
GW-9799,1,CA,2010,135
GW-9799,2,CA,2010,242
GW-9799,2,CA,2010,NA
GW-9799,3,CA,2010,64
GW-9801,1,CA,2010,105
GW-9801,2,CA,2010,168
GW-9801,2,CA,2010,NA
GW-9801,3,CA,2010,176
GW-9801,3,CA,2010,NA
GW-9802,1,CA,2010,NA
GW-9802,2,CA,2010,178
GW-9802,2,CA,2010,NA
GW-9802,3,CA,2010,205
GW-9802,3,CA,2010,NA
GW-9803,2,CA,2010,210
GW-9803,3,CA,2010,106
GW-9804,1,CA,2010,138
GW-9804,3,CA,2010,76
GW-9804,3,CA,2010,NA
GW-9805,1,CA,2010,NA
GW-9805,1,CA,2010,NA
GW-9805,2,CA,2010,40
GW-9805,2,CA,2010,NA
GW-9805,3,CA,2010,NA
GW-9805,3,CA,2010,NA
GW-9805,3,CA,2010,NA
GW-9809,1,CA,2010,184
GW-9809,2,CA,2010,NA
GW-9809,2,CA,2010,156
GW-9809,3,CA,2010,106
GW-9809,3,CA,2010,NA
GW-9810,1,CA,2010,314
GW-9810,1,CA,2010,NA
GW-9810,2,CA,2010,255
GW-9810,2,CA,2010,NA
GW-9810,2,CA,2010,NA
GW-9810,3,CA,2010,NA
GW-9810,3,CA,2010,NA
GW-9811,1,CA,2010,NA
GW-9811,1,CA,2010,NA
GW-9811,2,CA,2010,NA
GW-9811,2,CA,2010,266
GW-9811,2,CA,2010,NA
GW-9811,3,CA,2010,130
GW-9812,1,CA,2010,NA
GW-9812,2,CA,2010,176
GW-9812,3,CA,2010,108
GW-9813,1,CA,2010,NA
GW-9813,1,CA,2010,NA
GW-9813,2,CA,2010,NA
GW-9813,2,CA,2010,159
GW-9813,2,CA,2010,NA
GW-9813,3,CA,2010,NA
GW-9813,3,CA,2010,NA
GW-9814,1,CA,2010,NA
GW-9814,1,CA,2010,NA
GW-9814,2,CA,2010,206
GW-9814,3,CA,2010,NA
GW-9816,1,CA,2010,NA
GW-9816,1,CA,2010,NA
GW-9816,3,CA,2010,78
GW-9817,1,CA,2010,NA
GW-9817,1,CA,2010,NA
GW-9817,2,CA,2010,NA
GW-9817,2,CA,2010,NA
GW-9817,3,CA,2010,NA
GW-9817,3,CA,2010,NA
GW-9817,3,CA,2010,236
GW-9818,1,CA,2010,NA
GW-9818,1,CA,2010,NA
GW-9818,2,CA,2010,NA
GW-9818,2,CA,2010,175
GW-9818,3,CA,2010,199
GW-9819,2,CA,2010,NA
GW-9819,3,CA,2010,160
GW-9820,1,CA,2010,NA
GW-9820,2,CA,2010,NA
GW-9820,2,CA,2010,60
GW-9820,3,CA,2010,NA
GW-9820,3,CA,2010,193
GW-9820,3,CA,2010,NA
GW-9821,1,CA,2010,212
GW-9821,1,CA,2010,NA
GW-9821,2,CA,2010,NA
GW-9821,2,CA,2010,NA
GW-9821,2,CA,2010,158
GW-9821,3,CA,2010,NA
GW-9821,3,CA,2010,NA
GW-9821,3,CA,2010,192
GW-9822,1,CA,2010,NA
GW-9822,1,CA,2010,120
GW-9822,2,CA,2010,NA
GW-9822,2,CA,2010,264
GW-9822,3,CA,2010,NA
GW-9823,1,CA,2010,NA
GW-9823,1,CA,2010,NA
GW-9823,2,CA,2010,NA
GW-9823,2,CA,2010,93
GW-9823,3,CA,2010,NA
GW-9823,3,CA,2010,273
GW-9824,1,CA,2010,NA
GW-9824,1,CA,2010,NA
GW-9824,2,CA,2010,NA
GW-9824,2,CA,2010,NA
GW-9824,3,CA,2010,74
GW-9826,1,CA,2010,NA
GW-9826,1,CA,2010,NA
GW-9826,2,CA,2010,202
GW-9826,2,CA,2010,NA
GW-9826,3,CA,2010,78
GW-9826,3,CA,2010,NA
GW-9827,1,CA,2010,NA
GW-9827,3,CA,2010,150
GW-9827,3,CA,2010,NA
GW-9827,3,CA,2010,NA
GW-9828,1,CA,2010,NA
GW-9828,1,CA,2010,275
GW-9828,2,CA,2010,NA
GW-9828,2,CA,2010,NA
GW-9828,2,CA,2010,109
GW-9828,2,CA,2010,NA
GW-9828,3,CA,2010,150
GW-9829,1,CA,2010,NA
GW-9829,1,CA,2010,120
GW-9829,2,CA,2010,NA
GW-9829,2,CA,2010,NA
GW-9829,2,CA,2010,NA
GW-9829,3,CA,2010,182
GW-9830,1,CA,2010,NA
GW-9830,1,CA,2010,174
GW-9830,2,CA,2010,NA
GW-9830,2,CA,2010,NA
GW-9830,2,CA,2010,NA
GW-9830,3,CA,2010,NA
GW-9830,3,CA,2010,NA
GW-9831,1,CA,2010,NA
GW-9831,2,CA,2010,73
GW-9831,3,CA,2010,NA
GW-9832,1,CA,2010,NA
GW-9832,1,CA,2010,158
GW-9832,2,CA,2010,58
GW-9832,2,CA,2010,NA
GW-9832,3,CA,2010,43
GW-9832,3,CA,2010,NA
GW-9833,1,CA,2010,NA
GW-9833,1,CA,2010,220
GW-9833,2,CA,2010,NA
GW-9833,2,CA,2010,207
GW-9833,2,CA,2010,NA
GW-9833,3,CA,2010,NA
GW-9833,3,CA,2010,167
GW-9834,1,CA,2010,NA
GW-9834,3,CA,2010,NA
GW-9834,3,CA,2010,146
GW-9834,3,CA,2010,NA
GW-9835,1,CA,2010,NA
GW-9835,1,CA,2010,76
GW-9835,2,CA,2010,NA
GW-9835,2,CA,2010,0
GW-9835,2,CA,2010,NA
GW-9835,3,CA,2010,183
GW-9835,3,CA,2010,NA
GW-9836,1,CA,2010,156
