Geno,Loc,Year,Block,BS
BESC-1,CA,2010,2,5.666666667
BESC-1,CA,2010,3,3.666666667
BESC-1,CA,2010,Replacement,2.5
BESC-10,CA,2010,2,NA
BESC-10,CA,2010,3,6
BESC-10,CA,2010,Replacement,6
BESC-100,CA,2010,1,5
BESC-100,CA,2010,3,2.5
BESC-100,CA,2010,Replacement,5.666666667
BESC-101,CA,2010,2,6
BESC-101,CA,2010,Replacement,5.666666667
BESC-102,CA,2010,1,NA
BESC-102,CA,2010,2,5
BESC-102,CA,2010,Replacement,5.333333333
BESC-103,CA,2010,1,5.666666667
BESC-103,CA,2010,2,5.333333333
BESC-103,CA,2010,3,3.666666667
BESC-103,CA,2010,Replacement,6
BESC-105,CA,2010,1,4
BESC-105,CA,2010,2,5.666666667
BESC-105,CA,2010,3,6
BESC-105,CA,2010,Replacement,NA
BESC-106,CA,2010,1,6
BESC-106,CA,2010,2,6
BESC-106,CA,2010,Replacement,5.666666667
BESC-107,CA,2010,3,6
BESC-107,CA,2010,Replacement,6
BESC-108,CA,2010,1,6
BESC-108,CA,2010,3,6
BESC-108,CA,2010,Replacement,6
BESC-109,CA,2010,3,5.666666667
BESC-109,CA,2010,Replacement,NA
BESC-11,CA,2010,1,4.333333333
BESC-11,CA,2010,2,5
BESC-11,CA,2010,3,3.666666667
BESC-11,CA,2010,Replacement,5.666666667
BESC-110,CA,2010,1,6
BESC-110,CA,2010,2,4
BESC-111,CA,2010,1,6
BESC-111,CA,2010,3,6
BESC-112,CA,2010,1,5.666666667
BESC-112,CA,2010,2,6
BESC-112,CA,2010,Replacement,6
BESC-113,CA,2010,2,6
BESC-113,CA,2010,3,3.666666667
BESC-113,CA,2010,Replacement,6
BESC-114,CA,2010,1,5.333333333
BESC-114,CA,2010,2,NA
BESC-114,CA,2010,3,3.666666667
BESC-114,CA,2010,Replacement,4
BESC-115,CA,2010,1,3
BESC-115,CA,2010,2,4
BESC-115,CA,2010,3,3
BESC-115,CA,2010,Replacement,6
BESC-116,CA,2010,1,6
BESC-116,CA,2010,2,6
BESC-116,CA,2010,3,5.666666667
BESC-116,CA,2010,Replacement,6
BESC-117,CA,2010,1,4
BESC-117,CA,2010,2,4
BESC-117,CA,2010,Replacement,5.333333333
BESC-118,CA,2010,1,5
BESC-118,CA,2010,3,6
BESC-118,CA,2010,Replacement,6
BESC-119,CA,2010,2,5.666666667
BESC-119,CA,2010,3,6
BESC-119,CA,2010,Replacement,6
BESC-12,CA,2010,1,5.333333333
BESC-12,CA,2010,2,5.666666667
BESC-12,CA,2010,3,3
BESC-12,CA,2010,3,6
BESC-121,CA,2010,1,3
BESC-121,CA,2010,2,5
BESC-121,CA,2010,Replacement,5.666666667
BESC-122,CA,2010,3,5.333333333
BESC-123,CA,2010,1,5.666666667
BESC-123,CA,2010,2,6
BESC-123,CA,2010,3,6
BESC-123,CA,2010,Replacement,6
BESC-124,CA,2010,1,5.333333333
BESC-124,CA,2010,Replacement,6
BESC-125,CA,2010,1,4.333333333
BESC-125,CA,2010,3,6
BESC-126,CA,2010,2,6
BESC-126,CA,2010,3,5.333333333
BESC-127,CA,2010,1,5.666666667
BESC-127,CA,2010,2,6
BESC-127,CA,2010,3,6
BESC-128,CA,2010,3,6
BESC-128,CA,2010,Replacement,6
BESC-129,CA,2010,1,NA
BESC-129,CA,2010,2,6
BESC-129,CA,2010,3,5.666666667
BESC-129,CA,2010,Replacement,6
BESC-13,CA,2010,2,6
BESC-130,CA,2010,1,4
BESC-130,CA,2010,3,2.666666667
BESC-131,CA,2010,1,3
BESC-131,CA,2010,3,5.333333333
BESC-132,CA,2010,1,6
BESC-132,CA,2010,2,6
BESC-132,CA,2010,Replacement,6
BESC-133,CA,2010,1,4.333333333
BESC-133,CA,2010,2,NA
BESC-134,CA,2010,1,NA
BESC-134,CA,2010,2,NA
BESC-134,CA,2010,Replacement,4
BESC-135,CA,2010,1,NA
BESC-135,CA,2010,3,NA
BESC-136,CA,2010,3,6
BESC-136,CA,2010,Replacement,5
BESC-137,CA,2010,1,5
BESC-137,CA,2010,2,6
BESC-138,CA,2010,2,5.333333333
BESC-138,CA,2010,3,3.666666667
BESC-138,CA,2010,Replacement,5.666666667
BESC-139,CA,2010,1,4
BESC-139,CA,2010,3,5
BESC-139,CA,2010,Replacement,4
BESC-14,CA,2010,1,5.666666667
BESC-14,CA,2010,2,3.666666667
BESC-140,CA,2010,1,5.333333333
BESC-140,CA,2010,2,4
BESC-140,CA,2010,3,5.666666667
BESC-140,CA,2010,Replacement,5.666666667
BESC-141,CA,2010,1,5.666666667
BESC-141,CA,2010,2,6
BESC-141,CA,2010,3,6
BESC-141,CA,2010,Replacement,5.333333333
BESC-142,CA,2010,2,NA
BESC-142,CA,2010,3,NA
BESC-143,CA,2010,1,5.666666667
BESC-143,CA,2010,2,5.666666667
BESC-143,CA,2010,3,5.666666667
BESC-143,CA,2010,Replacement,5.666666667
BESC-144,CA,2010,1,NA
BESC-144,CA,2010,2,5.666666667
BESC-144,CA,2010,3,6
BESC-144,CA,2010,Replacement,6
BESC-145,CA,2010,3,5.666666667
BESC-145,CA,2010,Replacement,5.333333333
BESC-146,CA,2010,1,3.333333333
BESC-146,CA,2010,2,4.666666667
BESC-146,CA,2010,3,4.333333333
BESC-146,CA,2010,Replacement,6
BESC-147,CA,2010,1,4.666666667
BESC-147,CA,2010,3,6
BESC-147,CA,2010,Replacement,NA
BESC-148,CA,2010,1,5.666666667
BESC-148,CA,2010,2,6
BESC-148,CA,2010,3,5.666666667
BESC-148,CA,2010,Replacement,5.666666667
BESC-149,CA,2010,2,6
BESC-149,CA,2010,3,3.666666667
BESC-149,CA,2010,Replacement,5.666666667
BESC-15,CA,2010,1,NA
BESC-15,CA,2010,2,NA
BESC-15,CA,2010,3,NA
BESC-15,CA,2010,Replacement,NA
BESC-150,CA,2010,1,NA
BESC-150,CA,2010,3,NA
BESC-151,CA,2010,2,6
BESC-151,CA,2010,3,5.666666667
BESC-151,CA,2010,Replacement,5.666666667
BESC-152,CA,2010,1,5
BESC-152,CA,2010,2,5.666666667
BESC-152,CA,2010,3,6
BESC-153,CA,2010,2,NA
BESC-153,CA,2010,Replacement,4.333333333
BESC-154,CA,2010,1,NA
BESC-154,CA,2010,2,5.666666667
BESC-154,CA,2010,3,6
BESC-154,CA,2010,Replacement,NA
BESC-155,CA,2010,1,NA
BESC-155,CA,2010,3,NA
BESC-156,CA,2010,1,5.666666667
BESC-156,CA,2010,2,6
BESC-156,CA,2010,Replacement,5.666666667
BESC-157,CA,2010,1,5.666666667
BESC-157,CA,2010,3,6
BESC-157,CA,2010,Replacement,5.333333333
BESC-158,CA,2010,2,5.666666667
BESC-158,CA,2010,Replacement,5.666666667
BESC-159,CA,2010,1,4.333333333
BESC-159,CA,2010,2,6
BESC-159,CA,2010,Replacement,4.666666667
BESC-160,CA,2010,1,NA
BESC-160,CA,2010,3,NA
BESC-160,CA,2010,Replacement,6
BESC-161,CA,2010,2,NA
BESC-161,CA,2010,Replacement,NA
BESC-162,CA,2010,Replacement,5.333333333
BESC-163,CA,2010,2,6
BESC-164,CA,2010,1,5.666666667
BESC-165,CA,2010,1,4
BESC-165,CA,2010,2,3.666666667
BESC-165,CA,2010,Replacement,6
BESC-166,CA,2010,1,3
BESC-166,CA,2010,3,6
BESC-167,CA,2010,1,5.666666667
BESC-167,CA,2010,2,6
BESC-167,CA,2010,3,5.666666667
BESC-167,CA,2010,Replacement,5.666666667
BESC-168,CA,2010,1,NA
BESC-168,CA,2010,2,5
BESC-168,CA,2010,Replacement,5.666666667
BESC-169,CA,2010,1,5.333333333
BESC-169,CA,2010,2,4
BESC-169,CA,2010,Replacement,4.333333333
BESC-17,CA,2010,1,6
BESC-17,CA,2010,2,6
BESC-17,CA,2010,Replacement,6
BESC-170,CA,2010,1,5.666666667
BESC-170,CA,2010,2,5.666666667
BESC-170,CA,2010,3,6
BESC-171,CA,2010,3,6
BESC-171,CA,2010,Replacement,6
BESC-172,CA,2010,2,NA
BESC-173,CA,2010,1,5.333333333
BESC-173,CA,2010,Replacement,6
BESC-174,CA,2010,1,4.666666667
BESC-174,CA,2010,2,4.666666667
BESC-174,CA,2010,3,5.333333333
BESC-174,CA,2010,Replacement,5.666666667
BESC-175,CA,2010,1,5.666666667
BESC-175,CA,2010,Replacement,NA
BESC-176,CA,2010,1,NA
BESC-176,CA,2010,2,6
BESC-176,CA,2010,3,NA
BESC-176,CA,2010,Replacement,NA
BESC-177,CA,2010,1,5.333333333
BESC-177,CA,2010,2,6
BESC-177,CA,2010,3,6
BESC-177,CA,2010,Replacement,NA
BESC-178,CA,2010,1,5.333333333
BESC-178,CA,2010,Replacement,4
BESC-179,CA,2010,1,4.333333333
BESC-179,CA,2010,Replacement,4
BESC-18,CA,2010,1,5.666666667
BESC-18,CA,2010,2,5.666666667
BESC-18,CA,2010,3,3.666666667
BESC-18,CA,2010,Replacement,5.666666667
BESC-180,CA,2010,1,4
BESC-180,CA,2010,2,5.333333333
BESC-180,CA,2010,3,3.666666667
BESC-180,CA,2010,Replacement,5.666666667
BESC-181,CA,2010,1,5.333333333
BESC-181,CA,2010,Replacement,NA
BESC-183,CA,2010,2,4.333333333
BESC-183,CA,2010,3,6
BESC-184,CA,2010,1,6
BESC-184,CA,2010,2,6
BESC-184,CA,2010,Replacement,5.666666667
BESC-185,CA,2010,1,5
BESC-185,CA,2010,Replacement,4
BESC-186,CA,2010,1,6
BESC-186,CA,2010,2,4.666666667
BESC-186,CA,2010,Replacement,3.333333333
BESC-187,CA,2010,1,5.333333333
BESC-187,CA,2010,2,5.666666667
BESC-187,CA,2010,Replacement,NA
BESC-188,CA,2010,2,5.666666667
BESC-188,CA,2010,Replacement,5
BESC-189,CA,2010,1,4.333333333
BESC-189,CA,2010,2,3.666666667
BESC-189,CA,2010,Replacement,4
BESC-19,CA,2010,2,5.666666667
BESC-19,CA,2010,Replacement,5.666666667
BESC-190,CA,2010,1,5.333333333
BESC-190,CA,2010,2,6
BESC-190,CA,2010,Replacement,5.333333333
BESC-191,CA,2010,1,5
BESC-191,CA,2010,2,5.666666667
BESC-191,CA,2010,Replacement,5.333333333
BESC-192,CA,2010,1,3.333333333
BESC-192,CA,2010,2,4
BESC-192,CA,2010,Replacement,4.666666667
BESC-193,CA,2010,1,4.666666667
BESC-193,CA,2010,2,5.333333333
BESC-193,CA,2010,3,6
BESC-193,CA,2010,Replacement,4.666666667
BESC-194,CA,2010,2,6
BESC-194,CA,2010,3,6
BESC-194,CA,2010,Replacement,5.333333333
BESC-195,CA,2010,1,6
BESC-195,CA,2010,2,6
BESC-195,CA,2010,3,6
BESC-195,CA,2010,Replacement,6
BESC-196,CA,2010,2,4.666666667
BESC-196,CA,2010,3,3.666666667
BESC-196,CA,2010,Replacement,5.666666667
BESC-197,CA,2010,1,4.666666667
BESC-197,CA,2010,2,5.666666667
BESC-197,CA,2010,3,6
BESC-197,CA,2010,Replacement,3.333333333
BESC-198,CA,2010,1,4.666666667
BESC-198,CA,2010,2,4
BESC-198,CA,2010,3,3
BESC-198,CA,2010,Replacement,3.333333333
BESC-199,CA,2010,2,4.666666667
BESC-199,CA,2010,Replacement,4
BESC-2,CA,2010,1,5.666666667
BESC-2,CA,2010,2,6
BESC-2,CA,2010,3,6
BESC-2,CA,2010,3,6
BESC-2,CA,2010,Replacement,6
BESC-20,CA,2010,1,NA
BESC-20,CA,2010,2,6
BESC-20,CA,2010,3,5.333333333
BESC-200,CA,2010,1,5
BESC-201,CA,2010,1,NA
BESC-201,CA,2010,2,5.666666667
BESC-201,CA,2010,3,5.333333333
BESC-202,CA,2010,1,5.666666667
BESC-203,CA,2010,2,4.666666667
BESC-203,CA,2010,3,4
BESC-204,CA,2010,1,6
BESC-204,CA,2010,Replacement,NA
BESC-205,CA,2010,2,6
BESC-205,CA,2010,3,NA
BESC-205,CA,2010,Replacement,NA
BESC-206,CA,2010,1,5.666666667
BESC-206,CA,2010,2,6
BESC-206,CA,2010,3,6
BESC-206,CA,2010,Replacement,5.666666667
BESC-207,CA,2010,1,5
BESC-207,CA,2010,2,5.666666667
BESC-207,CA,2010,3,6
BESC-207,CA,2010,Replacement,NA
BESC-208,CA,2010,1,NA
BESC-208,CA,2010,2,4
BESC-208,CA,2010,Replacement,3.666666667
BESC-209,CA,2010,Replacement,5.333333333
BESC-21,CA,2010,2,6
BESC-21,CA,2010,Replacement,5.666666667
BESC-210,CA,2010,2,5.666666667
BESC-210,CA,2010,3,5.666666667
BESC-210,CA,2010,Replacement,3.666666667
BESC-211,CA,2010,1,4.333333333
BESC-211,CA,2010,2,6
BESC-211,CA,2010,Replacement,6
BESC-212,CA,2010,1,3
BESC-212,CA,2010,2,4
BESC-212,CA,2010,3,3.666666667
BESC-212,CA,2010,Replacement,3.666666667
BESC-213,CA,2010,1,5.666666667
BESC-213,CA,2010,2,6
BESC-213,CA,2010,3,5.333333333
BESC-213,CA,2010,Replacement,5.666666667
BESC-214,CA,2010,2,6
BESC-214,CA,2010,3,NA
BESC-214,CA,2010,Replacement,6
BESC-215,CA,2010,2,5.333333333
BESC-215,CA,2010,3,6
BESC-215,CA,2010,Replacement,6
BESC-216,CA,2010,2,6
BESC-216,CA,2010,3,5.333333333
BESC-216,CA,2010,Replacement,3.666666667
BESC-217,CA,2010,1,6
BESC-217,CA,2010,2,5.333333333
BESC-217,CA,2010,3,6
BESC-217,CA,2010,Replacement,NA
BESC-218,CA,2010,1,6
BESC-218,CA,2010,2,4.666666667
BESC-218,CA,2010,3,5.666666667
BESC-219,CA,2010,1,5.666666667
BESC-219,CA,2010,2,5.333333333
BESC-219,CA,2010,3,4
BESC-219,CA,2010,Replacement,6
BESC-22,CA,2010,1,5
BESC-22,CA,2010,3,5.666666667
BESC-22,CA,2010,Replacement,5.666666667
BESC-220,CA,2010,Replacement,6
BESC-221,CA,2010,2,5.666666667
BESC-221,CA,2010,Replacement,6
BESC-222,CA,2010,1,3
BESC-222,CA,2010,2,6
BESC-222,CA,2010,3,6
BESC-222,CA,2010,Replacement,5.666666667
BESC-223,CA,2010,1,3
BESC-223,CA,2010,3,3.666666667
BESC-223,CA,2010,Replacement,4
BESC-224,CA,2010,1,6
BESC-224,CA,2010,2,6
BESC-224,CA,2010,3,6
BESC-224,CA,2010,Replacement,6
BESC-225,CA,2010,1,5.666666667
BESC-225,CA,2010,2,NA
BESC-225,CA,2010,3,6
BESC-225,CA,2010,Replacement,6
BESC-226,CA,2010,1,5
BESC-226,CA,2010,Replacement,6
BESC-227,CA,2010,2,4
BESC-227,CA,2010,3,6
BESC-227,CA,2010,Replacement,5.666666667
BESC-228,CA,2010,1,NA
BESC-228,CA,2010,2,6
BESC-228,CA,2010,3,6
BESC-228,CA,2010,Replacement,6
BESC-229,CA,2010,1,3
BESC-229,CA,2010,2,4
BESC-229,CA,2010,Replacement,4
BESC-23,CA,2010,1,5.666666667
BESC-23,CA,2010,2,6
BESC-23,CA,2010,Replacement,4
BESC-230,CA,2010,1,5
BESC-230,CA,2010,2,6
BESC-230,CA,2010,Replacement,5.333333333
BESC-231,CA,2010,1,4.666666667
BESC-231,CA,2010,2,5
BESC-231,CA,2010,3,4
BESC-232,CA,2010,1,6
BESC-232,CA,2010,2,3
BESC-232,CA,2010,3,3.333333333
BESC-233,CA,2010,2,5.666666667
BESC-233,CA,2010,Replacement,6
BESC-234,CA,2010,2,4
BESC-235,CA,2010,1,4.666666667
BESC-235,CA,2010,2,4
BESC-235,CA,2010,3,3.333333333
BESC-235,CA,2010,Replacement,6
BESC-236,CA,2010,1,4
BESC-236,CA,2010,Replacement,5.666666667
BESC-237,CA,2010,1,6
BESC-237,CA,2010,Replacement,6
BESC-238,CA,2010,2,3
BESC-238,CA,2010,3,6
BESC-238,CA,2010,Replacement,6
BESC-239,CA,2010,1,6
BESC-239,CA,2010,3,5.666666667
BESC-239,CA,2010,Replacement,6
BESC-24,CA,2010,1,5.666666667
BESC-24,CA,2010,2,4
BESC-24,CA,2010,3,5.666666667
BESC-24,CA,2010,3,3.666666667
BESC-24,CA,2010,Replacement,3.666666667
BESC-240,CA,2010,2,6
BESC-240,CA,2010,Replacement,5.666666667
BESC-241,CA,2010,2,4.666666667
BESC-241,CA,2010,3,5.666666667
BESC-241,CA,2010,Replacement,5.333333333
BESC-242,CA,2010,1,NA
BESC-242,CA,2010,2,3
BESC-242,CA,2010,3,5.666666667
BESC-243,CA,2010,3,6
BESC-243,CA,2010,Replacement,6
BESC-245,CA,2010,1,5.666666667
BESC-245,CA,2010,2,6
BESC-245,CA,2010,3,6
BESC-245,CA,2010,Replacement,5.666666667
BESC-246,CA,2010,1,4
BESC-246,CA,2010,2,5
BESC-246,CA,2010,3,5.333333333
BESC-246,CA,2010,Replacement,6
BESC-249,CA,2010,1,5.333333333
BESC-249,CA,2010,2,5.666666667
BESC-249,CA,2010,3,3.333333333
BESC-249,CA,2010,Replacement,6
BESC-25,CA,2010,1,5
BESC-25,CA,2010,2,5.666666667
BESC-250,CA,2010,1,6
BESC-250,CA,2010,3,6
BESC-250,CA,2010,Replacement,6
BESC-252,CA,2010,2,6
BESC-253,CA,2010,1,5.666666667
BESC-253,CA,2010,3,6
BESC-254,CA,2010,1,4.333333333
BESC-254,CA,2010,2,3.666666667
BESC-255,CA,2010,2,NA
BESC-255,CA,2010,3,6
BESC-256,CA,2010,1,5.666666667
BESC-256,CA,2010,2,6
BESC-256,CA,2010,3,6
BESC-257,CA,2010,1,NA
BESC-257,CA,2010,2,4
BESC-257,CA,2010,3,6
BESC-259,CA,2010,1,6
BESC-259,CA,2010,2,6
BESC-259,CA,2010,3,6
BESC-26,CA,2010,1,5.666666667
BESC-26,CA,2010,2,6
BESC-26,CA,2010,3,5.333333333
BESC-260,CA,2010,3,5.666666667
BESC-261,CA,2010,2,NA
BESC-261,CA,2010,2,5
BESC-262,CA,2010,2,5.666666667
BESC-262,CA,2010,3,5.333333333
BESC-264,CA,2010,2,6
BESC-264,CA,2010,3,6
BESC-265,CA,2010,2,5.666666667
BESC-265,CA,2010,3,3.666666667
BESC-265,CA,2010,Replacement,6
BESC-266,CA,2010,2,4.333333333
BESC-266,CA,2010,3,6
BESC-267,CA,2010,1,5
BESC-267,CA,2010,2,3.666666667
BESC-267,CA,2010,3,5.666666667
BESC-268,CA,2010,1,6
BESC-269,CA,2010,1,5.666666667
BESC-269,CA,2010,2,6
BESC-269,CA,2010,3,6
BESC-27,CA,2010,1,5.666666667
BESC-27,CA,2010,2,5.333333333
BESC-27,CA,2010,3,5.333333333
BESC-27,CA,2010,Replacement,5.666666667
BESC-271,CA,2010,1,6
BESC-271,CA,2010,2,5.666666667
BESC-271,CA,2010,3,6
BESC-272,CA,2010,1,NA
BESC-272,CA,2010,2,5.333333333
BESC-272,CA,2010,3,4
BESC-273,CA,2010,1,5.333333333
BESC-273,CA,2010,2,6
BESC-273,CA,2010,3,6
BESC-274,CA,2010,1,5.666666667
BESC-274,CA,2010,2,6
BESC-274,CA,2010,2,NA
BESC-274,CA,2010,3,5.333333333
BESC-275,CA,2010,1,6
BESC-275,CA,2010,2,6
BESC-275,CA,2010,2,NA
BESC-276,CA,2010,1,5.666666667
BESC-276,CA,2010,2,5.666666667
BESC-277,CA,2010,1,4
BESC-277,CA,2010,2,6
BESC-277,CA,2010,3,6
BESC-277,CA,2010,Replacement,6
BESC-278,CA,2010,2,4
BESC-278,CA,2010,3,6
BESC-279,CA,2010,1,5.666666667
BESC-279,CA,2010,2,NA
BESC-28,CA,2010,2,6
BESC-28,CA,2010,3,5.666666667
BESC-28,CA,2010,Replacement,6
BESC-280,CA,2010,1,3.666666667
BESC-280,CA,2010,2,6
BESC-280,CA,2010,3,6
BESC-281,CA,2010,2,6
BESC-281,CA,2010,3,NA
BESC-282,CA,2010,1,6
BESC-282,CA,2010,2,6
BESC-282,CA,2010,3,3.666666667
BESC-282,CA,2010,Replacement,6
BESC-283,CA,2010,1,5.666666667
BESC-283,CA,2010,3,5.666666667
BESC-283,CA,2010,Replacement,5.666666667
BESC-284,CA,2010,1,5.333333333
BESC-284,CA,2010,2,6
BESC-284,CA,2010,3,3.666666667
BESC-284,CA,2010,Replacement,6
BESC-286,CA,2010,1,5.666666667
BESC-286,CA,2010,3,6
BESC-286,CA,2010,Replacement,5.333333333
BESC-287,CA,2010,1,3
BESC-288,CA,2010,2,6
BESC-288,CA,2010,3,6
BESC-288,CA,2010,Replacement,6
BESC-289,CA,2010,1,NA
BESC-289,CA,2010,3,3.333333333
BESC-29,CA,2010,1,4
BESC-29,CA,2010,Replacement,3.666666667
BESC-290,CA,2010,3,6
BESC-290,CA,2010,Replacement,5.666666667
BESC-291,CA,2010,1,5.666666667
BESC-291,CA,2010,2,6
BESC-291,CA,2010,3,6
BESC-291,CA,2010,Replacement,5.666666667
BESC-292,CA,2010,2,5.333333333
BESC-292,CA,2010,3,5.333333333
BESC-292,CA,2010,Replacement,5.333333333
BESC-293,CA,2010,2,6
BESC-293,CA,2010,3,6
BESC-294,CA,2010,1,6
BESC-294,CA,2010,2,5.666666667
BESC-294,CA,2010,3,6
BESC-295,CA,2010,1,4
BESC-295,CA,2010,2,6
BESC-295,CA,2010,3,6
BESC-296,CA,2010,3,6
BESC-296,CA,2010,Replacement,5.666666667
BESC-297,CA,2010,1,5
BESC-297,CA,2010,2,6
BESC-298,CA,2010,1,3.666666667
BESC-299,CA,2010,2,5.333333333
BESC-299,CA,2010,Replacement,5.333333333
BESC-3,CA,2010,1,6
BESC-3,CA,2010,2,6
BESC-3,CA,2010,Replacement,5.666666667
BESC-30,CA,2010,1,5
BESC-30,CA,2010,2,4.333333333
BESC-30,CA,2010,Replacement,4.333333333
BESC-301,CA,2010,1,5.666666667
BESC-301,CA,2010,Replacement,6
BESC-302,CA,2010,1,5.666666667
BESC-302,CA,2010,2,4.333333333
BESC-302,CA,2010,Replacement,6
BESC-303,CA,2010,2,NA
BESC-303,CA,2010,3,6
BESC-303,CA,2010,Replacement,6
BESC-304,CA,2010,1,4.666666667
BESC-304,CA,2010,2,5.666666667
BESC-304,CA,2010,3,6
BESC-304,CA,2010,Replacement,6
BESC-305,CA,2010,1,5.333333333
BESC-305,CA,2010,2,6
BESC-305,CA,2010,Replacement,6
BESC-306,CA,2010,1,5.666666667
BESC-306,CA,2010,2,6
BESC-306,CA,2010,3,NA
BESC-306,CA,2010,Replacement,5.666666667
BESC-307,CA,2010,2,5.666666667
BESC-307,CA,2010,Replacement,5.666666667
BESC-308,CA,2010,1,5.666666667
BESC-308,CA,2010,2,6
BESC-309,CA,2010,2,6
BESC-309,CA,2010,3,6
BESC-309,CA,2010,Replacement,5
BESC-31,CA,2010,2,5.666666667
BESC-31,CA,2010,3,5.333333333
BESC-311,CA,2010,1,4.333333333
BESC-311,CA,2010,Replacement,5.666666667
BESC-312,CA,2010,1,3
BESC-312,CA,2010,2,5
BESC-312,CA,2010,3,3.666666667
BESC-313,CA,2010,1,5.333333333
BESC-313,CA,2010,2,5.666666667
BESC-313,CA,2010,3,NA
BESC-313,CA,2010,Replacement,6
BESC-314,CA,2010,1,4
BESC-314,CA,2010,2,6
BESC-314,CA,2010,Replacement,6
BESC-315,CA,2010,1,5.666666667
BESC-315,CA,2010,2,6
BESC-315,CA,2010,3,3
BESC-315,CA,2010,Replacement,4
BESC-316,CA,2010,1,5.666666667
BESC-316,CA,2010,2,6
BESC-316,CA,2010,3,NA
BESC-317,CA,2010,1,6
BESC-317,CA,2010,3,3
BESC-318,CA,2010,1,6
BESC-318,CA,2010,2,6
BESC-318,CA,2010,3,6
BESC-318,CA,2010,Replacement,5
BESC-319,CA,2010,1,3.333333333
BESC-319,CA,2010,2,5.333333333
BESC-319,CA,2010,3,6
BESC-319,CA,2010,Replacement,5
BESC-32,CA,2010,1,5.333333333
BESC-32,CA,2010,3,4
BESC-32,CA,2010,3,5.666666667
BESC-320,CA,2010,1,5.333333333
BESC-320,CA,2010,2,6
BESC-320,CA,2010,3,6
BESC-320,CA,2010,Replacement,NA
BESC-321,CA,2010,1,4.666666667
BESC-321,CA,2010,2,5.666666667
BESC-321,CA,2010,3,3.666666667
BESC-322,CA,2010,1,4.666666667
BESC-322,CA,2010,2,5.666666667
BESC-322,CA,2010,3,6
BESC-322,CA,2010,Replacement,4.666666667
BESC-323,CA,2010,1,4
BESC-323,CA,2010,Replacement,4
BESC-324,CA,2010,1,5.666666667
BESC-324,CA,2010,Replacement,3.666666667
BESC-325,CA,2010,1,5.666666667
BESC-325,CA,2010,3,4
BESC-325,CA,2010,Replacement,4
BESC-327,CA,2010,1,NA
BESC-328,CA,2010,1,3
BESC-328,CA,2010,2,4
BESC-328,CA,2010,3,NA
BESC-328,CA,2010,Replacement,3.333333333
BESC-329,CA,2010,1,4.666666667
BESC-329,CA,2010,2,4
BESC-329,CA,2010,3,3.666666667
BESC-329,CA,2010,Replacement,NA
BESC-33,CA,2010,1,5
BESC-33,CA,2010,2,4.666666667
BESC-330,CA,2010,1,6
BESC-330,CA,2010,2,6
BESC-330,CA,2010,3,6
BESC-330,CA,2010,Replacement,5.666666667
BESC-331,CA,2010,1,6
BESC-331,CA,2010,2,6
BESC-331,CA,2010,3,6
BESC-332,CA,2010,1,5.666666667
BESC-332,CA,2010,2,6
BESC-332,CA,2010,3,6
BESC-332,CA,2010,Replacement,5.666666667
BESC-333,CA,2010,2,4.333333333
BESC-333,CA,2010,Replacement,4.666666667
BESC-334,CA,2010,1,3.666666667
BESC-334,CA,2010,2,5.666666667
BESC-334,CA,2010,Replacement,4.666666667
BESC-335,CA,2010,Replacement,5.666666667
BESC-336,CA,2010,2,6
BESC-336,CA,2010,Replacement,5.666666667
BESC-338,CA,2010,1,5.666666667
BESC-338,CA,2010,2,6
BESC-338,CA,2010,3,5.333333333
BESC-34,CA,2010,1,5.333333333
BESC-34,CA,2010,2,5.666666667
BESC-34,CA,2010,Replacement,4
BESC-340,CA,2010,1,4.666666667
BESC-340,CA,2010,3,3.666666667
BESC-341,CA,2010,2,6
BESC-342,CA,2010,1,5.666666667
BESC-342,CA,2010,2,6
BESC-342,CA,2010,3,5.333333333
BESC-343,CA,2010,1,5.666666667
BESC-343,CA,2010,2,4
BESC-343,CA,2010,Replacement,6
BESC-344,CA,2010,1,5
BESC-344,CA,2010,2,5.666666667
BESC-344,CA,2010,3,3.333333333
BESC-344,CA,2010,Replacement,5.666666667
BESC-345,CA,2010,3,6
BESC-345,CA,2010,Replacement,6
BESC-346,CA,2010,1,5.333333333
BESC-346,CA,2010,2,6
BESC-346,CA,2010,3,6
BESC-346,CA,2010,Replacement,6
BESC-347,CA,2010,1,5
BESC-347,CA,2010,3,NA
BESC-347,CA,2010,Replacement,6
BESC-348,CA,2010,1,5.666666667
BESC-348,CA,2010,2,4.333333333
BESC-348,CA,2010,Replacement,5.666666667
BESC-349,CA,2010,1,NA
BESC-349,CA,2010,3,6
BESC-349,CA,2010,Replacement,5.666666667
BESC-35,CA,2010,1,NA
BESC-35,CA,2010,2,6
BESC-35,CA,2010,3,6
BESC-350,CA,2010,Replacement,6
BESC-351,CA,2010,1,6
BESC-351,CA,2010,2,4.666666667
BESC-351,CA,2010,3,3.666666667
BESC-351,CA,2010,Replacement,6
BESC-352,CA,2010,2,6
BESC-352,CA,2010,3,6
BESC-352,CA,2010,Replacement,5.666666667
BESC-353,CA,2010,1,5.666666667
BESC-353,CA,2010,2,6
BESC-353,CA,2010,3,5.666666667
BESC-353,CA,2010,Replacement,NA
BESC-354,CA,2010,1,4
BESC-354,CA,2010,2,5.666666667
BESC-355,CA,2010,1,NA
BESC-355,CA,2010,2,3.666666667
BESC-355,CA,2010,3,4
BESC-355,CA,2010,Replacement,5.666666667
BESC-357,CA,2010,2,6
