Geno,Loc,Year,Block,BS
SQMA-25-1,Corv,2010,2,NA
BESC-65,Corv,2010,2,3.67
BESC-823,Corv,2010,2,3.67
GW-9835,Corv,2010,2,4.33
BESC-56,Corv,2010,2,3
BESC-904,Corv,2010,2,4
CHWK-27-3,Corv,2010,2,4.67
LILA-26-4,Corv,2010,2,NA
BESC-335,Corv,2010,2,4
GW-11044,Corv,2010,2,3.67
BESC-906,Corv,2010,2,5
BESC-293,Corv,2010,2,4
BESC-222,Corv,2010,2,4.33
BESC-95,Corv,2010,2,4
BESC-879,Corv,2010,2,4
BESC-876,Corv,2010,2,NA
GW-9917,Corv,2010,2,2.67
BESC-883,Corv,2010,2,NA
BESC-352,Corv,2010,2,3.33
BESC-297,Corv,2010,2,4
GW-11022,Corv,2010,2,4
BESC-447,Corv,2010,2,4
BESC-11,Corv,2010,2,2.67
BESC-361,Corv,2010,2,NA
BESC-274,Corv,2010,2,5
GW-9849,Corv,2010,2,4.33
GW-9858,Corv,2010,2,3.67
BESC-882,Corv,2010,2,NA
DENC-17-4,Corv,2010,2,NA
GW-9907,Corv,2010,2,3.67
BESC-91,Corv,2010,2,3.33
BESC-46,Corv,2010,2,4
BESC-39,Corv,2010,2,3
BESC-272,Corv,2010,2,3.67
CA-05-03,Corv,2010,2,NA
GW-9833,Corv,2010,2,3.67
GW-9892,Corv,2010,2,3.67
BESC-265,Corv,2010,2,4
YALE-27-4,Corv,2010,2,3.67
BESC-210,Corv,2010,2,3.33
BESC-234,Corv,2010,2,3.67
KLNG-20-6,Corv,2010,2,4.67
GW-9764,Corv,2010,2,NA
BESC-129,Corv,2010,2,NA
BESC-851,Corv,2010,2,4.67
BESC-466,Corv,2010,2,4.33
BESC-873,Corv,2010,2,3.67
BESC-30,Corv,2010,2,3
BESC-902,Corv,2010,2,5
GW-9588,Corv,2010,2,3.33
GW-9961,Corv,2010,2,NA
HOMD-21-3,Corv,2010,2,5
GW-9857,Corv,2010,2,NA
CMBF-28-3,Corv,2010,2,NA
GW-9864,Corv,2010,2,3.33
BESC-338,Corv,2010,2,4.33
BESC-249,Corv,2010,2,3.67
BESC-300,Corv,2010,2,NA
BESC-414,Corv,2010,2,3.67
GW-9771,Corv,2010,2,4
BESC-832,Corv,2010,2,4
BESC-156,Corv,2010,2,4
GW-9758,Corv,2010,2,NA
GW-11036,Corv,2010,2,4
BESC-22,Corv,2010,2,3.67
CA-01-03,Corv,2010,2,NA
BESC-281,Corv,2010,2,4.33
DENC-17-2,Corv,2010,2,5.33
BESC-412,Corv,2010,2,3.67
HOMC-21-3,Corv,2010,2,NA
BESC-33,Corv,2010,2,NA
BESC-215,Corv,2010,2,4
BESC-140,Corv,2010,2,NA
DENC-17-5,Corv,2010,2,5.33
BESC-9,Corv,2010,2,NA
BESC-388,Corv,2010,2,5
BESC-100,Corv,2010,2,NA
BESC-155,Corv,2010,2,3.67
BESC-404,Corv,2010,2,4
BESC-277,Corv,2010,2,NA
GW-9962,Corv,2010,2,3
BESC-406,Corv,2010,2,4.33
LILC-26-2,Corv,2010,2,4.33
BESC-870,Corv,2010,2,NA
CMBF-28-2,Corv,2010,2,5.33
GW-9783,Corv,2010,2,5.33
DEND-17-1,Corv,2010,2,5.33
LILB-26-5,Corv,2010,2,5.33
GW-7981,Corv,2010,2,2.67
SKWD-24-1,Corv,2010,2,3.67
BESC-218,Corv,2010,2,3.67
BESC-323,Corv,2010,2,4.33
SLMC-28-1,Corv,2010,2,4.67
BESC-371,Corv,2010,2,4
GW-9598,Corv,2010,2,3.67
BESC-374,Corv,2010,2,4.33
GW-9577,Corv,2010,2,3.67
BESC-167,Corv,2010,2,NA
GW-10955,Corv,2010,2,4.33
BESC-216,Corv,2010,2,NA
GW-9850,Corv,2010,2,3.67
BESC-386,Corv,2010,2,4
BESC-53,Corv,2010,2,4.33
GW-9794,Corv,2010,2,NA
BESC-387,Corv,2010,2,3.33
BESC-161,Corv,2010,2,3.33
WELC-27-5,Corv,2010,2,NA
BESC-162,Corv,2010,2,3.33
GW-9819,Corv,2010,2,NA
BESC-434,Corv,2010,2,NA
BESC-143,Corv,2010,2,3
SQMC-25-5,Corv,2010,2,5
BESC-446,Corv,2010,2,4
LILA-26-5,Corv,2010,2,4.67
CHWH-27-1,Corv,2010,2,4.33
GW-9828,Corv,2010,2,4
GW-11047,Corv,2010,2,NA
BESC-99,Corv,2010,2,3.33
VNDL-27-3,Corv,2010,2,4.33
GW-11011,Corv,2010,2,3.33
BESC-112,Corv,2010,2,4.33
HOPF-27-3,Corv,2010,2,4.33
BESC-119,Corv,2010,2,4.33
GW-9782,Corv,2010,2,5
BESC-401,Corv,2010,2,4
GW-9872,Corv,2010,2,4.33
BESC-903,Corv,2010,2,NA
GW-7993,Corv,2010,2,3.33
BESC-355,Corv,2010,2,NA
BESC-370,Corv,2010,2,2.67
SKWB-24-5,Corv,2010,2,4.33
BESC-38,Corv,2010,2,2.67
BESC-383,Corv,2010,2,3.33
CA-04-05,Corv,2010,2,NA
GW-9951,Corv,2010,2,NA
BESC-180,Corv,2010,2,3.33
HRSO-27-2,Corv,2010,2,3.67
BESC-96,Corv,2010,2,3.67
CA-02-01,Corv,2010,2,NA
BESC-891,Corv,2010,2,3.67
BESC-47,Corv,2010,2,3
GW-9579,Corv,2010,2,NA
GW-9947,Corv,2010,2,4
CNYH-28-4,Corv,2010,2,5
SLMB-28-2,Corv,2010,2,NA
GW-9772,Corv,2010,2,NA
BESC-896,Corv,2010,2,3.33
BESC-195,Corv,2010,2,4.33
BESC-266,Corv,2010,2,3
KLNG-20-1,Corv,2010,2,4.67
BESC-41,Corv,2010,2,4.67
LILB-26-4,Corv,2010,2,NA
GW-9966,Corv,2010,2,NA
GW-9805,Corv,2010,2,4
BESC-267,Corv,2010,2,3
BESC-889,Corv,2010,2,3.67
GW-9761,Corv,2010,2,4
BESC-70,Corv,2010,2,4
GW-9812,Corv,2010,2,4
BESC-188,Corv,2010,2,3.33
BESC-829,Corv,2010,2,2.67
GW-7988,Corv,2010,2,3.67
GW-9844,Corv,2010,2,4.33
YALD-27-2,Corv,2010,2,NA
GW-7992,Corv,2010,2,NA
BESC-454,Corv,2010,2,4.33
BESC-303,Corv,2010,2,4.33
BESC-24,Corv,2010,2,3
BESC-131,Corv,2010,2,3
BESC-357,Corv,2010,2,NA
GW-11045,Corv,2010,2,4
GW-9916,Corv,2010,2,3
GW-9853,Corv,2010,2,4.33
BESC-40,Corv,2010,2,2.33
GW-11034,Corv,2010,2,4
BESC-243,Corv,2010,2,4.33
BESC-134,Corv,2010,2,4
GW-9900,Corv,2010,2,NA
SKWC-24-1,Corv,2010,2,4.67
GW-9915,Corv,2010,2,4
BESC-254,Corv,2010,2,NA
BESC-391,Corv,2010,2,4.33
BESC-822,Corv,2010,2,3.67
BESC-846,Corv,2010,2,2.67
GW-9765,Corv,2010,2,4
BESC-860,Corv,2010,2,NA
LILB-26-3,Corv,2010,2,5
GW-9820,Corv,2010,2,4.33
BESC-98,Corv,2010,2,3.33
GW-9814,Corv,2010,2,4
KLNC-20-2,Corv,2010,2,5.33
BESC-17,Corv,2010,2,3.67
BESC-122,Corv,2010,2,4.67
BESC-866,Corv,2010,2,3.67
BESC-292,Corv,2010,2,NA
BESC-836,Corv,2010,2,2.33
BESC-462,Corv,2010,2,NA
CHWI-27-4,Corv,2010,2,4.33
BESC-145,Corv,2010,2,3.33
BESC-153,Corv,2010,2,NA
BESC-898,Corv,2010,2,3.67
BESC-214,Corv,2010,2,3.67
FNYI-28-3,Corv,2010,2,4.33
GW-9970,Corv,2010,2,3.33
CA-05-02,Corv,2010,2,NA
BESC-458,Corv,2010,2,NA
BESC-801,Corv,2010,2,NA
BESC-459,Corv,2010,2,4.33
YALE-27-2,Corv,2010,2,5
BESC-92,Corv,2010,2,NA
BESC-460,Corv,2010,2,4.33
BESC-257,Corv,2010,2,4.33
GW-9876,Corv,2010,2,3.33
BESC-396,Corv,2010,2,4
GW-9875,Corv,2010,2,NA
GW-9595,Corv,2010,2,4
BESC-4,Corv,2010,2,4.33
BESC-78,Corv,2010,2,NA
GW-9789,Corv,2010,2,4
BESC-344,Corv,2010,2,4
KTMA-12-4,Corv,2010,2,5
GLCA-26-1,Corv,2010,2,5.67
BESC-353,Corv,2010,2,4
SKWB-24-3,Corv,2010,2,4
GW-9757,Corv,2010,2,3
BESC-376,Corv,2010,2,NA
KLNA-20-4,Corv,2010,2,NA
GW-9891,Corv,2010,2,3.33
SKWD-24-5,Corv,2010,2,4
BESC-857,Corv,2010,2,4.33
BESC-365,Corv,2010,2,NA
BESC-812,Corv,2010,2,5
CNYH-28-2,Corv,2010,2,5
BESC-450,Corv,2010,2,4.33
BESC-470,Corv,2010,2,4
BESC-417,Corv,2010,2,NA
BESC-19,Corv,2010,2,4
BESC-237,Corv,2010,2,3.33
GW-10983,Corv,2010,2,4
BESC-88,Corv,2010,2,NA
GW-9906,Corv,2010,2,NA
BESC-177,Corv,2010,2,3.67
BESC-421,Corv,2010,2,4
BESC-299,Corv,2010,2,NA
BESC-350,Corv,2010,2,4
BESC-207,Corv,2010,2,3.33
BESC-282,Corv,2010,2,3
DENA-17-1,Corv,2010,2,5.33
HOPG-27-1,Corv,2010,2,4.67
GW-10999,Corv,2010,2,4.33
GW-9887,Corv,2010,2,NA
GW-10956,Corv,2010,2,3.33
BESC-147,Corv,2010,2,4.67
BESC-285,Corv,2010,2,NA
KTMB-12-3,Corv,2010,2,6
BESC-845,Corv,2010,2,4.33
BESC-328,Corv,2010,2,3.33
BESC-444,Corv,2010,2,NA
GW-9888,Corv,2010,2,4
BESC-324,Corv,2010,2,4.33
GW-7991,Corv,2010,2,4
BESC-329,Corv,2010,2,3.33
NA,Corv,2010,NA,NA
GW-9890,Corv,2010,2,3.67
BESC-382,Corv,2010,2,3.67
BESC-809,Corv,2010,2,3.33
SKWA-24-2,Corv,2010,2,5
BESC-14,Corv,2010,2,NA
BESC-831,Corv,2010,2,NA
BESC-409,Corv,2010,2,3.67
BESC-154,Corv,2010,2,3.33
HRSP-27-4,Corv,2010,2,NA
FNYI-28-5,Corv,2010,2,5.33
SLMB-28-1,Corv,2010,2,4.67
BESC-888,Corv,2010,2,4.33
HRSP-27-1,Corv,2010,2,3
BESC-244,Corv,2010,2,4
GW-9759,Corv,2010,2,NA
BESC-367,Corv,2010,2,NA
BESC-252,Corv,2010,2,3.33
GW-9767,Corv,2010,2,NA
BESC-172,Corv,2010,2,3.67
BESC-835,Corv,2010,2,3.67
BESC-221,Corv,2010,2,4
BESC-262,Corv,2010,2,4.33
BESC-213,Corv,2010,2,4
GW-9909,Corv,2010,2,2.67
BESC-106,Corv,2010,2,3.33
HOMD-21-1,Corv,2010,2,5.33
BESC-232,Corv,2010,2,3.67
BESC-102,Corv,2010,2,3.33
BESC-310,Corv,2010,2,NA
SKWA-24-4,Corv,2010,2,NA
BESC-307,Corv,2010,2,4.33
GLCB-26-2,Corv,2010,2,5
BESC-337,Corv,2010,2,NA
DEND-17-5,Corv,2010,2,6
GW-11019,Corv,2010,2,NA
BESC-863,Corv,2010,2,4
BESC-34,Corv,2010,2,3.67
BESC-6,Corv,2010,2,4.33
GW-10989,Corv,2010,2,3.67
BESC-369,Corv,2010,2,3.33
GW-9591,Corv,2010,2,3.67
BESC-360,Corv,2010,2,2.67
CA-02-02,Corv,2010,2,4.33
BLCG-28-3,Corv,2010,2,6
BESC-157,Corv,2010,2,NA
GW-9860,Corv,2010,2,4.33
GW-9587,Corv,2010,2,NA
BESC-142,Corv,2010,2,NA
GW-9910,Corv,2010,2,NA
BESC-384,Corv,2010,2,4
BESC-178,Corv,2010,2,4.33
GW-9963,Corv,2010,2,3
BESC-168,Corv,2010,2,4
GW-9908,Corv,2010,2,4
BESC-424,Corv,2010,2,NA
BESC-342,Corv,2010,2,3.67
GW-9852,Corv,2010,2,4
BESC-884,Corv,2010,2,NA
BESC-256,Corv,2010,2,NA
HOMA-21-2,Corv,2010,2,5
BESC-283,Corv,2010,2,3.67
GW-11053,Corv,2010,2,4.33
BESC-253,Corv,2010,2,4
SKWF-24-5,Corv,2010,2,4.33
BESC-878,Corv,2010,2,3.67
BESC-869,Corv,2010,2,4
BESC-63,Corv,2010,2,3.67
BESC-217,Corv,2010,2,2.67
BESC-341,Corv,2010,2,4
GW-9582,Corv,2010,2,NA
DEND-17-4,Corv,2010,2,5.33
BESC-375,Corv,2010,2,4.67
GW-9781,Corv,2010,2,NA
GW-9817,Corv,2010,2,4
BESC-270,Corv,2010,2,4.67
BESC-182,Corv,2010,2,NA
BESC-23,Corv,2010,2,NA
BESC-16,Corv,2010,2,NA
GW-9832,Corv,2010,2,4.33
GW-9894,Corv,2010,2,2.33
NHTA-27-2,Corv,2010,2,NA
GW-11014,Corv,2010,2,4.33
GW-9578,Corv,2010,2,NA
GW-9851,Corv,2010,2,4.33
GW-10988,Corv,2010,2,5.33
BESC-347,Corv,2010,2,NA
BESC-15,Corv,2010,2,3.33
WHTE-28-4,Corv,2010,2,NA
WHTE-28-2,Corv,2010,2,4.33
BESC-263,Corv,2010,2,NA
BESC-813,Corv,2010,2,NA
BESC-377,Corv,2010,2,NA
SQMB-25-3,Corv,2010,2,NA
BESC-158,Corv,2010,2,4
BESC-21,Corv,2010,2,NA
GW-9821,Corv,2010,2,3.33
GW-9954,Corv,2010,2,3.33
GW-9884,Corv,2010,2,4.33
BESC-187,Corv,2010,2,3.33
BESC-309,Corv,2010,2,5.33
LILA-26-3,Corv,2010,2,NA
BESC-429,Corv,2010,2,NA
BESC-437,Corv,2010,2,NA
BESC-189,Corv,2010,2,3.33
BESC-464,Corv,2010,2,4
BESC-296,Corv,2010,2,3.67
GW-9777,Corv,2010,2,4
BESC-431,Corv,2010,2,4
GW-9822,Corv,2010,2,3.67
GW-9786,Corv,2010,2,4
BESC-181,Corv,2010,2,NA
BESC-83,Corv,2010,2,NA
KLNG-20-4,Corv,2010,2,NA
SKWA-24-5,Corv,2010,2,3.67
SLMD-28-1,Corv,2010,2,4
BESC-114,Corv,2010,2,3.67
CHWH-27-3,Corv,2010,2,NA
CA-02-04,Corv,2010,2,NA
BESC-291,Corv,2010,2,3.67
BESC-200,Corv,2010,2,4
BESC-2,Corv,2010,2,4
GW-11038,Corv,2010,2,3.33
HOMA-21-4,Corv,2010,2,4.33
GW-9964,Corv,2010,2,NA
GW-11037,Corv,2010,2,3
YALE-27-1,Corv,2010,2,NA
GW-9594,Corv,2010,2,3.33
BESC-844,Corv,2010,2,3.67
BESC-269,Corv,2010,2,5.33
GW-11052,Corv,2010,2,4
BESC-901,Corv,2010,2,4.67
BESC-818,Corv,2010,2,4.33
BESC-855,Corv,2010,2,NA
BESC-339,Corv,2010,2,3.67
HOPG-27-5,Corv,2010,2,NA
BESC-202,Corv,2010,2,3.67
HARB-26-5,Corv,2010,2,5
KTMC-12-5,Corv,2010,2,NA
BESC-871,Corv,2010,2,NA
GW-9958,Corv,2010,2,3.67
BESC-231,Corv,2010,2,3.33
WHTE-28-3,Corv,2010,2,4.33
BESC-250,Corv,2010,2,3.67
BESC-395,Corv,2010,2,2.67
SKWE-24-2,Corv,2010,2,4
LILD-26-3,Corv,2010,2,NA
GW-10072,Corv,2010,2,4
BESC-455,Corv,2010,2,NA
GW-9868,Corv,2010,2,4
BESC-141,Corv,2010,2,4.33
BESC-127,Corv,2010,2,3.67
LILD-26-5,Corv,2010,2,4.33
BESC-806,Corv,2010,2,4
BESC-18,Corv,2010,2,4
HIRD-12-2,Corv,2010,2,NA
GW-9899,Corv,2010,2,4.33
SLMD-28-3,Corv,2010,2,4.67
GW-9769,Corv,2010,2,NA
BESC-877,Corv,2010,2,3.67
BESC-247,Corv,2010,2,NA
BESC-116,Corv,2010,2,4.33
BESC-289,Corv,2010,2,NA
GW-9799,Corv,2010,2,NA
GW-9901,Corv,2010,2,NA
BESC-313,Corv,2010,2,NA
SLMD-28-4,Corv,2010,2,4
BESC-37,Corv,2010,2,NA
HARB-26-3,Corv,2010,2,4
BESC-838,Corv,2010,2,3.67
BESC-123,Corv,2010,2,NA
KLND-20-3,Corv,2010,2,5
BESC-224,Corv,2010,2,4.33
HARC-26-4,Corv,2010,2,4
BESC-908,Corv,2010,2,4.33
BESC-81,Corv,2010,2,NA
DENB-17-4,Corv,2010,2,5.33
GW-9948,Corv,2010,2,4
BESC-408,Corv,2010,2,NA
BESC-44,Corv,2010,2,3.67
CA-04-03,Corv,2010,2,NA
BESC-359,Corv,2010,2,4.67
SKWD-24-4,Corv,2010,2,4
GW-9911,Corv,2010,2,4
BESC-12,Corv,2010,2,3
GW-9879,Corv,2010,2,3.33
BESC-149,Corv,2010,2,3.33
GW-9842,Corv,2010,2,4.33
BESC-849,Corv,2010,2,4
GW-9837,Corv,2010,2,4.33
BESC-416,Corv,2010,2,NA
BESC-238,Corv,2010,2,3.67
GW-9902,Corv,2010,2,3
KTMC-12-3,Corv,2010,2,4.33
GW-10982,Corv,2010,2,NA
GW-9834,Corv,2010,2,3.67
BESC-423,Corv,2010,2,4
BESC-165,Corv,2010,2,4.33
BESC-380,Corv,2010,2,NA
BESC-390,Corv,2010,2,3.33
GW-7977,Corv,2010,2,3.67
BESC-909,Corv,2010,2,4.33
MCMN-27-4,Corv,2010,2,4
BESC-185,Corv,2010,2,3.67
BESC-223,Corv,2010,2,2.33
BESC-275,Corv,2010,2,3.67
BESC-893,Corv,2010,2,4
KTMB-12-1,Corv,2010,2,5.67
KLND-20-2,Corv,2010,2,NA
DENA-17-3,Corv,2010,2,4.33
GW-7986,Corv,2010,2,3.67
GW-11001,Corv,2010,2,NA
CHWH-27-4,Corv,2010,2,NA
BESC-144,Corv,2010,2,NA
GW-10993,Corv,2010,2,3.67
GW-9811,Corv,2010,2,NA
BESC-862,Corv,2010,2,4
BESC-425,Corv,2010,2,NA
BESC-826,Corv,2010,2,4
CNYH-28-3,Corv,2010,2,NA
BESC-183,Corv,2010,2,3.33
HARC-26-1,Corv,2010,2,NA
BESC-847,Corv,2010,2,4
BESC-840,Corv,2010,2,3.67
BESC-385,Corv,2010,2,NA
BESC-228,Corv,2010,2,4
GW-11048,Corv,2010,2,NA
KLNA-20-5,Corv,2010,2,4
GW-9778,Corv,2010,2,NA
BESC-159,Corv,2010,2,NA
BESC-366,Corv,2010,2,3.33
BESC-839,Corv,2010,2,3
BESC-345,Corv,2010,2,NA
GW-7989,Corv,2010,2,3.33
BESC-288,Corv,2010,2,4.33
SLMB-28-3,Corv,2010,2,4.33
GLCB-26-3,Corv,2010,2,4.67
YALE-27-3,Corv,2010,2,4.33
CA-01-05,Corv,2010,2,NA
BESC-261,Corv,2010,2,NA
BESC-298,Corv,2010,2,4.33
BESC-804,Corv,2010,2,4.67
BESC-881,Corv,2010,2,NA
BESC-312,Corv,2010,2,4
BESC-160,Corv,2010,2,4.67
GW-10992,Corv,2010,2,4
BESC-43,Corv,2010,2,3.67
GW-11041,Corv,2010,2,3.67
BESC-356,Corv,2010,2,NA
GW-9792,Corv,2010,2,4
BESC-204,Corv,2010,2,NA
BESC-830,Corv,2010,2,NA
BESC-118,Corv,2010,2,NA
GW-9836,Corv,2010,2,4
KLNA-20-3,Corv,2010,2,NA
BESC-1,Corv,2010,2,3.33
GW-7978,Corv,2010,2,3
SKWE-24-3,Corv,2010,2,4.33
BESC-68,Corv,2010,2,NA
KLNG-20-5,Corv,2010,2,5.33
BESC-874,Corv,2010,2,4
HOMA-21-5,Corv,2010,2,4.33
GW-7973,Corv,2010,2,3.67
BESC-346,Corv,2010,2,4
CHWJ-27-1,Corv,2010,2,5
BESC-319,Corv,2010,2,3.67
BESC-819,Corv,2010,2,4
BESC-64,Corv,2010,2,4.67
BESC-445,Corv,2010,2,NA
DENC-17-1,Corv,2010,2,NA
BESC-803,Corv,2010,2,4.33
BESC-452,Corv,2010,2,NA
GW-9955,Corv,2010,2,4.33
BESC-330,Corv,2010,2,4
BESC-192,Corv,2010,2,3.33
BESC-403,Corv,2010,2,4
GW-9903,Corv,2010,2,4.33
BESC-227,Corv,2010,2,4
LILC-26-3,Corv,2010,2,6
SQMB-25-4,Corv,2010,2,4.33
BESC-900,Corv,2010,2,4.67
BESC-212,Corv,2010,2,3
BESC-430,Corv,2010,2,3.33
HRSP-27-5,Corv,2010,2,5
BESC-151,Corv,2010,2,3.67
SLMC-28-2,Corv,2010,2,4.33
BESC-259,Corv,2010,2,4.67
GW-9885,Corv,2010,2,3.33
BESC-79,Corv,2010,2,3.67
GW-4610,Corv,2010,2,4
BESC-8,Corv,2010,2,4
BESC-867,Corv,2010,2,4
BESC-418,Corv,2010,2,NA
GW-9796,Corv,2010,2,4
BESC-306,Corv,2010,2,3.67
BESC-239,Corv,2010,2,NA
BESC-103,Corv,2010,2,4.33
BESC-399,Corv,2010,2,3.67
BESC-130,Corv,2010,2,4
BESC-457,Corv,2010,2,NA
GW-10984,Corv,2010,2,2.67
GW-9788,Corv,2010,2,NA
BESC-208,Corv,2010,2,4.33
BESC-135,Corv,2010,2,NA
GW-10986,Corv,2010,2,3.67
GW-9847,Corv,2010,2,4
BESC-139,Corv,2010,2,4
BESC-273,Corv,2010,2,5
BESC-255,Corv,2010,2,4
CHWH-27-5,Corv,2010,2,4.33
BESC-407,Corv,2010,2,3
BESC-821,Corv,2010,2,4
GW-9597,Corv,2010,2,4.67
SKWF-24-3,Corv,2010,2,4.67
BESC-108,Corv,2010,2,4
GW-9803,Corv,2010,2,4.67
MTSM-27-3,Corv,2010,2,NA
GW-9967,Corv,2010,2,NA
CMBF-28-1,Corv,2010,2,5
GW-9953,Corv,2010,2,NA
GW-9580,Corv,2010,2,3.33
BESC-87,Corv,2010,2,NA
BESC-362,Corv,2010,2,3
BESC-398,Corv,2010,2,3.67
BESC-27,Corv,2010,2,3
BESC-411,Corv,2010,2,4
GW-9870,Corv,2010,2,3.67
BESC-246,Corv,2010,2,3
BESC-245,Corv,2010,2,NA
BESC-311,Corv,2010,2,NA
BESC-62,Corv,2010,2,3.33
BESC-440,Corv,2010,2,3.67
HOMB-21-2,Corv,2010,2,4.5
KLNE-20-5,Corv,2010,2,5
SKWE-24-4,Corv,2010,2,NA
KLNE-20-3,Corv,2010,2,5.67
GW-9848,Corv,2010,2,3.33
GW-9596,Corv,2010,2,4
CA-04-04,Corv,2010,2,NA
MCMN-27-2,Corv,2010,2,4.33
BESC-236,Corv,2010,2,4
BESC-453,Corv,2010,2,NA
GW-9959,Corv,2010,2,NA
BESC-191,Corv,2010,2,4.33
BESC-36,Corv,2010,2,4.33
GW-9818,Corv,2010,2,4
BESC-59,Corv,2010,2,NA
BESC-854,Corv,2010,2,NA
BESC-419,Corv,2010,2,NA
BESC-427,Corv,2010,2,4.33
BESC-334,Corv,2010,2,3.67
GW-9829,Corv,2010,2,4.33
GW-10985,Corv,2010,2,3
BESC-333,Corv,2010,2,NA
GW-7996,Corv,2010,2,3
BESC-322,Corv,2010,2,4.33
BESC-107,Corv,2010,2,4.33
GW-9886,Corv,2010,2,NA
BESC-264,Corv,2010,2,4.33
GW-11027,Corv,2010,2,3.33
BESC-42,Corv,2010,2,4
BESC-834,Corv,2010,2,NA
GW-9592,Corv,2010,2,NA
BESC-7,Corv,2010,2,3.67
HARC-26-3,Corv,2010,2,4
CMBF-28-5,Corv,2010,2,4
BESC-110,Corv,2010,2,4
GW-9898,Corv,2010,2,4
BESC-61,Corv,2010,2,5.33
BESC-426,Corv,2010,2,4
BESC-186,Corv,2010,2,NA
BESC-875,Corv,2010,2,NA
GW-9889,Corv,2010,2,4.33
BESC-203,Corv,2010,2,4
GW-11049,Corv,2010,2,NA
BESC-251,Corv,2010,2,NA
DENC-17-3,Corv,2010,2,NA
GW-9918,Corv,2010,2,3.33
BESC-170,Corv,2010,2,3.67
GW-9840,Corv,2010,2,4
CA-05-07,Corv,2010,2,NA
BESC-463,Corv,2010,2,4.33
BESC-864,Corv,2010,2,4
BESC-400,Corv,2010,2,3.67
GW-9905,Corv,2010,2,4.33
BESC-381,Corv,2010,2,3.67
HOMA-21-1,Corv,2010,2,5.33
BESC-405,Corv,2010,2,4
GW-9768,Corv,2010,2,3.67
GW-7983,Corv,2010,2,4
BESC-348,Corv,2010,2,4
NHTA-27-5,Corv,2010,2,5.33
GW-9914,Corv,2010,2,3
GW-7975,Corv,2010,2,NA
BESC-148,Corv,2010,2,3.67
BESC-321,Corv,2010,2,NA
BESC-886,Corv,2010,2,3.33
GW-9867,Corv,2010,2,4
BESC-28,Corv,2010,2,NA
LILA-26-1,Corv,2010,2,6
BESC-853,Corv,2010,2,4
KLNG-20-2,Corv,2010,2,NA
BESC-827,Corv,2010,2,4
WELC-27-3,Corv,2010,2,3.67
GW-9776,Corv,2010,2,NA
BESC-302,Corv,2010,2,3.67
BESC-868,Corv,2010,2,4.33
GW-9831,Corv,2010,2,4.33
MTSM-27-1,Corv,2010,2,3
BESC-72,Corv,2010,2,3.33
GW-9838,Corv,2010,2,4
BESC-205,Corv,2010,2,3.67
GW-9874,Corv,2010,2,NA
GW-7994,Corv,2010,2,NA
GW-9770,Corv,2010,2,4.33
BESC-825,Corv,2010,2,NA
WELC-27-1,Corv,2010,2,4.67
BESC-402,Corv,2010,2,NA
GW-9854,Corv,2010,2,NA
GW-11039,Corv,2010,2,NA
BESC-241,Corv,2010,2,3
GW-9882,Corv,2010,2,3
BESC-271,Corv,2010,2,4.33
BESC-817,Corv,2010,2,NA
BESC-128,Corv,2010,2,NA
BESC-381,Corv,2009,1,5
CA-01-01,Corv,2009,1,NA
BESC-168,Corv,2009,1,5
BESC-198,Corv,2009,1,3
BESC-347,Corv,2009,1,5
CA-05-07,Corv,2009,1,NA
BESC-349,Corv,2009,1,3
GW-9888,Corv,2009,1,NA
BESC-408,Corv,2009,1,NA
GW-9904,Corv,2009,1,2
BESC-107,Corv,2009,1,NA
BESC-306,Corv,2009,1,5
BESC-210,Corv,2009,1,3
BESC-297,Corv,2009,1,5
GW-9802,Corv,2009,1,6
BESC-63,Corv,2009,1,3
SKWF-24-4,Corv,2009,1,6
MCMN-27-3,Corv,2009,1,4
HOPG-27-3,Corv,2009,1,6
BESC-81,Corv,2009,1,NA
GW-9901,Corv,2009,1,4
CNYH-28-4,Corv,2009,1,6
KLNG-20-6,Corv,2009,1,6
HOPF-27-3,Corv,2009,1,5
CNYH-28-2,Corv,2009,1,4
DENB-17-4,Corv,2009,1,6
BESC-837,Corv,2009,1,4
HRSO-27-1,Corv,2009,1,6
BESC-908,Corv,2009,1,5
CA-04-01,Corv,2009,3,5
BESC-241,Corv,2009,3,3
GW-9580,Corv,2009,3,3
BESC-163,Corv,2009,3,3
BESC-280,Corv,2009,3,4
GW-9906,Corv,2009,3,4
GW-9850,Corv,2009,3,3
BESC-173,Corv,2009,3,4
GW-9772,Corv,2009,3,5
BESC-136,Corv,2009,3,3
BESC-312,Corv,2009,3,3
CHWK-27-2,Corv,2009,3,5
BESC-55,Corv,2009,3,3
GW-4610,Corv,2009,3,5
GW-9582,Corv,2009,3,3
CNYH-28-4,Corv,2009,3,5
BESC-870,Corv,2009,3,NA
BESC-868,Corv,2009,3,4
BESC-384,Corv,2009,3,3
GW-7992,Corv,2009,3,NA
BESC-809,Corv,2009,3,3
GW-9914,Corv,2009,3,2
GW-9798,Corv,2009,3,NA
GW-9956,Corv,2009,3,3
SKWB-24-2,Corv,2009,3,6
GW-9804,Corv,2009,3,3
HARA-26-1,Corv,2009,3,6
BESC-253,Corv,2009,3,3
BESC-122,Corv,2009,3,3
BESC-274,Corv,2009,1,6
YALE-27-4,Corv,2009,1,NA
GW-7977,Corv,2009,1,4
SKWA-24-3,Corv,2009,1,NA
DENB-17-3,Corv,2009,1,6
GW-9964,Corv,2009,1,NA
